Coords	Name	MIRNA	nvec_1_S25_L001_R1_001_trim_condensed	nvec_2_S26_L001_R1_001_trim_condensed	nvec_3_S34_L001_R1_001_trim_condensed	nvec_4_S35_L001_R1_001_trim_condensed
chr11:13530405-13530824	Cluster_2337	N	25	70	1	6
chr11:13562747-13563162	Cluster_2338	N	5	20	7	8
chr11:13623802-13624225	Cluster_2339	N	5	33	20	6
chr11:13920989-13921400	Cluster_2340	N	0	0	0	30
chr11:14341595-14342010	Cluster_2341	N	10	68	37	19
chr11:14348897-14349312	Cluster_2342	N	1	12	14	9
chr11:14414326-14414742	Cluster_2343	N	14	189	20	12
chr11:14470777-14471193	Cluster_2344	N	0	38	0	0
chr11:14476850-14477266	Cluster_2345	N	0	36	0	0
chr11:14574232-14574645	Cluster_2346	N	0	0	1	33
chr11:14684484-14684935	Cluster_2347	N	87	56	46	32
chr11:14763293-14763750	Cluster_2348	N	112	19	25	22
chr12:35160-37269	Cluster_2349	N	3794	5906	37038	2206
chr12:37875-43406	Cluster_2350	N	12666	15133	13759	12174
chr12:44033-45549	Cluster_2351	N	502	779	685	1064
chr12:447065-447482	Cluster_2352	N	41	77	0	2
chr12:458915-459330	Cluster_2353	N	40	2	6	5
chr12:531200-531616	Cluster_2354	N	2	2	0	46
chr12:555527-555941	Cluster_2355	N	0	0	43	6
chr12:898215-898632	Cluster_2356	N	5	14	21	22
chr12:1133820-1134237	Cluster_2357	N	43	60	0	0
chr12:1161677-1162093	Cluster_2358	N	8	147	0	0
chr12:1169521-1169935	Cluster_2359	N	39	2	0	0
chr12:1315063-1315488	Cluster_2360	N	2073	150	475	0
chr12:1318840-1319259	Cluster_2361	N	37	520	3	0
chr12:1322634-1323084	Cluster_2362	N	688	443	1	0
chr12:1329069-1329499	Cluster_2363	N	0	0	47	3
chr12:1330146-1330576	Cluster_2364	N	0	1	51	0
chr12:1331270-1331700	Cluster_2365	N	0	0	51	1
chr12:1332334-1332751	Cluster_2366	N	0	426	2	1
chr12:1332849-1333279	Cluster_2367	N	0	0	51	0
chr12:1333955-1334385	Cluster_2368	N	0	0	51	2
chr12:1335537-1335976	Cluster_2369	N	90	15	2	24
chr12:1337671-1338142	Cluster_2370	N	9941	1722	1	0
chr12:1338231-1338652	Cluster_2371	N	1297	457	0	0
chr12:1339878-1340295	Cluster_2372	N	1	423	3	1
chr12:1341122-1341538	Cluster_2373	N	34	6	1	9
chr12:1341992-1342420	Cluster_2374	N	4	0	7	40
chr12:1364783-1365211	Cluster_2375	N	96	31	120	16
chr12:1368789-1369218	Cluster_2376	N	3	9	190	6
chr12:1369914-1370343	Cluster_2377	N	3	5	32	3
chr12:1380964-1381635	Cluster_2378	N	46	13	99	29
chr12:1381641-1382162	Cluster_2379	N	85	32	201	84
chr12:1409057-1409475	Cluster_2380	N	7	167	30	14
chr12:1596995-1597412	Cluster_2381	N	28	12	0	1
chr12:1601643-1602060	Cluster_2382	N	23	12	3	2
chr12:1603874-1604285	Cluster_2383	N	32	22	1	2
chr12:1606922-1607339	Cluster_2384	N	32	15	2	1
chr12:1608339-1608756	Cluster_2385	N	30	16	0	1
chr12:1614412-1614847	Cluster_2386	N	17	90	0	3
chr12:1623476-1623989	Cluster_2387	N	16	117	1	1
chr12:1632327-1632744	Cluster_2388	N	9	5	12	28
chr12:1645478-1645891	Cluster_2389	N	0	0	0	39
chr12:1827174-1827590	Cluster_2390	N	0	0	0	275
chr12:1930072-1930489	Cluster_2391	N	26	14	6	34
chr12:2212785-2213207	Cluster_2392	N	3	2	18	15
chr12:2268045-2268474	Cluster_2393	N	2	4	35	0
chr12:2272416-2272840	Cluster_2394	N	0	1	30	3
chr12:2312841-2313260	Cluster_2395	N	10	8	11	32
chr12:2368128-2368546	Cluster_2396	N	17	27	12	35
chr12:2401290-2401705	Cluster_2397	N	1	29	0	0
chr12:2467911-2468328	Cluster_2398	N	24	7	64	10
chr12:2589111-2589604	Cluster_2399	N	209	251	77	36
chr12:2638492-2638909	Cluster_2400	N	53	0	0	5
chr12:2656082-2656496	Cluster_2401	N	0	0	36	0
chr12:2753470-2753885	Cluster_2402	N	0	0	1	44
chr12:2761808-2762245	Cluster_2403	N	64	277	16	7
chr12:2778970-2779388	Cluster_2404	N	88	21	1	115
chr12:2926435-2926849	Cluster_2405	N	0	2	1	31
chr12:2970385-2971272	Cluster_2406	N	183	69	123	127
chr12:2975046-2975515	Cluster_2407	N	80	38	104	95
chr12:3124441-3124856	Cluster_2408	N	1	0	1	35
chr12:3199614-3200029	Cluster_2409	N	10	6	0	17
chr12:3218958-3219375	Cluster_2410	N	7	48	241	42
chr12:3253035-3253449	Cluster_2411	N	10	4	14	0
chr12:3572480-3572893	Cluster_2412	N	18	4	0	9
chr12:3610095-3610511	Cluster_2413	N	10	37	0	0
chr12:3938696-3939112	Cluster_2414	N	0	0	0	101
chr12:3966918-3967565	Cluster_2415	N	256	69	122	171
chr12:3968449-3968956	Cluster_2416	N	140	127	204	252
chr12:4115981-4116396	Cluster_2417	N	4	7	31	5
chr12:4399716-4400190	Cluster_2418	N	783	1035	79	176
chr12:4419575-4420151	Cluster_2419	N	44	32	55	85
chr12:4422156-4422590	Cluster_2420	N	44	37	23	48
chr12:4424273-4425216	Cluster_2421	N	99	62	80	68
chr12:4503446-4503871	Cluster_2422	N	20	3	31	30
chr12:4505038-4505467	Cluster_2423	N	15	6	25	20
chr12:4505886-4506302	Cluster_2424	N	9	7	22	15
chr12:4508102-4508525	Cluster_2425	N	18	10	32	29
chr12:4508618-4509044	Cluster_2426	N	17	10	20	15
chr12:4509996-4510435	Cluster_2427	N	24	33	21	45
chr12:4511500-4512367	Cluster_2428	N	76	47	80	92
chr12:4543441-4543857	Cluster_2429	N	9	5	15	3
chr12:4547185-4547615	Cluster_2430	N	4	10	39	2
chr12:4549839-4550257	Cluster_2431	N	8	2	19	6
chr12:4553500-4553930	Cluster_2432	N	9	15	43	3
chr12:4556220-4556637	Cluster_2433	N	49	10	39	7
chr12:4559281-4559697	Cluster_2434	N	3	649	6	1
chr12:4811784-4812217	Cluster_2435	N	69	0	11	7
chr12:4818997-4819430	Cluster_2436	N	68	0	8	6
chr12:4821917-4822350	Cluster_2437	N	55	0	13	8
chr12:4827807-4828240	Cluster_2438	N	63	0	9	6
chr12:4831764-4832195	Cluster_2439	N	56	0	10	5
chr12:5217101-5217564	Cluster_2440	N	99	53	40	22
chr12:5219271-5219749	Cluster_2441	N	55	23	12	23
chr12:5236653-5237139	Cluster_2442	N	47	30	47	68
chr12:5326247-5326662	Cluster_2443	N	5	32	0	1
chr12:5327053-5327467	Cluster_2444	N	6	24	0	0
chr12:5355877-5356297	Cluster_2445	N	12	52	32	197
chr12:5613214-5613630	Cluster_2446	N	4	5	2	24
chr12:5692660-5693072	Cluster_2447	N	12	18	0	0
chr12:5715136-5715553	Cluster_2448	N	0	0	151	0
chr12:5730352-5730769	Cluster_2449	N	1	14	24	20
chr12:5889489-5889903	Cluster_2450	N	2	0	0	47
chr12:5936556-5936972	Cluster_2451	N	18	27	1	31
chr12:6062592-6063009	Cluster_2452	N	33	13	0	0
chr12:6112202-6112616	Cluster_2453	N	2	0	10	44
chr12:6194560-6194995	Cluster_2454	N	70	95	1	7
chr12:6277438-6277853	Cluster_2455	N	0	0	0	37
chr12:6626164-6626677	Cluster_2456	N	19	51	113	99
chr12:6755748-6756213	Cluster_2457	N	27840	14719	7086	10328
chr12:6757659-6758126	Cluster_2458	N	1673	1179	833	887
chr12:6759586-6760018	Cluster_2459	N	15	30	91	105
chr12:6761428-6761895	Cluster_2460	N	1658	1179	835	883
chr12:6762159-6762625	Cluster_2461	N	6623	4915	3349	1579
chr12:6763364-6764074	Cluster_2462	N	179	188	166	146
chr12:6786280-6786747	Cluster_2463	N	1677	1169	836	894
chr12:6787015-6787481	Cluster_2464	N	6635	4904	3351	1589
chr12:6788226-6789082	Cluster_2465	N	6169	1389	1423	1116
chr12:6870477-6870892	Cluster_2466	N	0	0	0	68
chr12:6942738-6943209	Cluster_2467	N	50	14	22	31
chr12:6950372-6950789	Cluster_2468	N	52	96	0	0
chr12:7135143-7135559	Cluster_2469	N	5	29	0	3
chr12:7343396-7343814	Cluster_2470	N	13	16	7	0
chr12:7344750-7345168	Cluster_2471	N	11	22	0	0
chr12:7405210-7405627	Cluster_2472	N	60	13	1	0
chr12:7460425-7460847	Cluster_2473	N	15	0	24	19
chr12:7564958-7565374	Cluster_2474	N	23	4	0	3
chr12:7570996-7571432	Cluster_2475	N	97	69	18	9
chr12:7652314-7652729	Cluster_2476	N	4	143	0	0
chr12:7664547-7664962	Cluster_2477	N	0	0	0	40
chr12:7786471-7786886	Cluster_2478	N	18	3	0	31
chr12:7943707-7944122	Cluster_2479	N	22	1	8	0
chr12:8067576-8067991	Cluster_2480	N	0	0	104	30
chr12:8081074-8081544	Cluster_2481	N	606	4	0	1178
chr12:8452711-8453117	Cluster_2482	N	27	6	0	10
chr12:8586054-8586472	Cluster_2483	N	6	2	13	127
chr12:8723386-8723802	Cluster_2484	N	1	1	2	29
chr12:8915952-8916368	Cluster_2485	N	48	54	0	0
chr12:8922757-8923206	Cluster_2486	N	35	588	22	13
chr12:8934066-8934495	Cluster_2487	N	3	4	58	1
chr12:8960966-8961474	Cluster_2488	N	281	353	464	82
chr12:9090266-9090679	Cluster_2489	N	0	0	4	25
chr12:9110564-9111179	Cluster_2490	N	194	93	140	248
chr12:9111923-9112458	Cluster_2491	N	134	50	114	195
chr12:9213281-9213696	Cluster_2492	N	7	13	9	12
chr12:9404725-9405271	Cluster_2493	N	42	22	39	77
chr12:9606700-9607116	Cluster_2494	N	0	0	47	0
chr12:9852488-9852903	Cluster_2495	N	3	23	2	0
chr12:10069883-10070301	Cluster_2496	N	16	10	17	9
chr12:10071096-10071579	Cluster_2497	N	140	84	40	68
chr12:10473848-10474263	Cluster_2498	N	0	0	141	0
chr12:10497196-10497611	Cluster_2499	N	0	0	0	55
chr12:10560854-10561273	Cluster_2500	N	47	50	6	3
chr12:10624426-10624845	Cluster_2501	N	19	53	1	7
chr12:10802657-10803075	Cluster_2502	N	396	142	25	554
chr12:10861329-10861729	Cluster_2503	N	4	3	1	23
chr12:10894488-10894903	Cluster_2504	N	11	0	17	3
chr12:11395147-11395561	Cluster_2505	N	0	1	41	7
chr12:11574298-11574712	Cluster_2506	N	6	1	8	30
chr12:11680013-11680428	Cluster_2507	N	0	0	10	139
chr12:11815143-11815557	Cluster_2508	N	0	0	0	56
chr12:11841911-11842327	Cluster_2509	N	22	105	0	0
chr12:12003405-12003819	Cluster_2510	N	6	10	2	12
chr12:12020735-12021150	Cluster_2511	N	0	0	34	0
chr12:12117102-12117517	Cluster_2512	N	0	0	0	74
chr12:12173907-12174322	Cluster_2513	N	36	85	3	0
chr12:12323949-12324365	Cluster_2514	N	3	32	0	2
chr12:12333342-12333756	Cluster_2515	N	2	0	4	29
chr12:12374892-12375306	Cluster_2516	N	18	15	3	7
chr12:12433401-12433817	Cluster_2517	N	5	14	18	15
chr12:12437281-12437704	Cluster_2518	N	5	2	16	26
chr12:12447363-12447787	Cluster_2519	N	15	1	8	27
chr12:12450275-12450681	Cluster_2520	N	6	2	0	35
chr12:12502875-12503288	Cluster_2521	N	0	20	8	5
chr12:12525392-12525925	Cluster_2522	N	106	37	90	59
chr12:12592622-12593038	Cluster_2523	N	0	1	0	37
chr12:12854476-12854890	Cluster_2524	N	4	25	0	0
chr12:12861147-12861565	Cluster_2525	N	16	15	5	0
chr12:12880156-12880569	Cluster_2526	N	0	0	1	28
chr12:12885083-12885498	Cluster_2527	N	5	24	1	0
chr12:13031728-13032146	Cluster_2528	N	11	0	50	40
chr12:13057685-13058101	Cluster_2529	N	14	6	1	14
chr12:13498526-13498941	Cluster_2530	N	21	2	7	2
chr12:13638104-13638518	Cluster_2531	N	1	129	1	0
chr12:13850401-13850816	Cluster_2532	N	18	36	8	4
chr12:13976505-13976921	Cluster_2533	N	1	0	31	2
chr12:14060597-14061015	Cluster_2534	N	4	51	4	0
chr13:69275-69693	Cluster_2535	N	15	44	9	0
chr13:168841-169256	Cluster_2536	N	0	4	7	34
chr13:270359-270776	Cluster_2537	N	4	32	0	0
chr13:429938-430358	Cluster_2538	N	0	0	0	223
chr13:441585-441999	Cluster_2539	N	28	0	2	2
chr13:448260-448675	Cluster_2540	N	4	13	7	13
chr13:690980-691396	Cluster_2541	N	2	28	9	2
chr13:923959-924376	Cluster_2542	N	0	0	0	155
chr13:951271-951685	Cluster_2543	N	0	0	0	103
chr13:1093803-1094216	Cluster_2544	N	6	25	4	1
chr13:1096214-1096628	Cluster_2545	N	0	0	0	43
chr13:1122766-1123184	Cluster_2546	N	3	1	28	8
chr13:1130438-1130854	Cluster_2547	N	31	9	24	3
chr13:1185432-1185852	Cluster_2548	N	22	22	0	121
chr13:1214271-1214689	Cluster_2549	N	24	5	26	10
chr13:1232262-1232677	Cluster_2550	N	0	0	1	124
chr13:1381723-1382139	Cluster_2551	N	1	34	6	0
chr13:1391926-1392344	Cluster_2552	N	40	41	6	203
chr13:1703893-1704308	Cluster_2553	N	0	72	0	0
chr13:1731777-1732194	Cluster_2554	N	41	13	1	5
chr13:2181608-2182027	Cluster_2555	N	9	10	98	27
chr13:2184327-2184740	Cluster_2556	N	0	0	0	34
chr13:2253688-2254105	Cluster_2557	N	10	41	0	0
chr13:2283984-2284400	Cluster_2558	N	2	33	2	0
chr13:2316792-2317208	Cluster_2559	N	5	8	29	41
chr13:2493442-2493857	Cluster_2560	N	0	0	34	3
chr13:2530425-2531045	Cluster_2561	N	193	126	86	120
chr13:2602360-2602815	Cluster_2562	N	50	20	42	35
chr13:2603683-2604155	Cluster_2563	N	206	95	64	44
chr13:2724234-2724649	Cluster_2564	N	1	13	26	48
chr13:2843474-2843973	Cluster_2565	N	1108	631	229	251
chr13:2844500-2844924	Cluster_2566	N	23	11	37	22
chr13:2937530-2938766	Cluster_2567	N	492	168	302	392
chr13:2938842-2939847	Cluster_2568	N	463	153	265	385
chr13:2940057-2940488	Cluster_2569	N	53	19	22	36
chr13:2940544-2940984	Cluster_2570	N	472	427	136	251
chr13:2941206-2941692	Cluster_2571	N	367	0	40	164
chr13:2959830-2961032	Cluster_2572	N	456	138	293	435
chr13:2961091-2962390	Cluster_2573	N	450	135	325	319
chr13:2962445-2962885	Cluster_2574	N	929	211	10	0
chr13:2963104-2963591	Cluster_2575	N	377	444	37	24
chr13:3113285-3113701	Cluster_2576	N	103	25	1	115
chr13:3314834-3315614	Cluster_2577	N	6851	6489	4901	5704
chr13:3572084-3572504	Cluster_2578	N	634	51	231	46
chr13:3646308-3646722	Cluster_2579	N	1	28	0	0
chr13:4154406-4154821	Cluster_2580	N	4	12	6	12
chr13:4167737-4168152	Cluster_2581	N	6	11	6	12
chr13:4493575-4493992	Cluster_2582	N	0	0	0	71
chr13:4658889-4659317	Cluster_2583	N	15	24	25	5
chr13:4886134-4886551	Cluster_2584	N	128	45	1	9
chr13:5164706-5165176	Cluster_2585	N	17	1	5	128
chr13:5283217-5283633	Cluster_2586	N	4	65	0	0
chr13:5318733-5319148	Cluster_2587	N	0	0	0	298
chr13:5398753-5399170	Cluster_2588	N	31	19	1	0
chr13:5691690-5692123	Cluster_2589	N	5	0	0	174
chr13:5985747-5986165	Cluster_2590	N	49	101	5	4
chr13:6297200-6297619	Cluster_2591	N	0	1	0	346
chr13:6361287-6361705	Cluster_2592	N	24	17	10	58
chr13:6646032-6646505	Cluster_2593	N	28363	4334	440	5838
chr13:6900361-6900776	Cluster_2594	N	7	35	2	6
chr13:6962895-6963311	Cluster_2595	N	0	0	5	70
chr13:7020399-7020814	Cluster_2596	N	1	36	0	0
chr13:7115109-7115523	Cluster_2597	N	0	0	0	29
chr13:7213477-7213894	Cluster_2598	N	44	46	3	0
chr13:7380621-7381059	Cluster_2599	N	10	10	248	9
chr13:7386295-7386724	Cluster_2600	N	5	10	67	3
chr13:7392667-7393128	Cluster_2601	N	3	7	169	21
chr13:7395689-7396113	Cluster_2602	N	6	7	37	2
chr13:7396222-7396646	Cluster_2603	N	7	1	34	0
chr13:7399199-7399627	Cluster_2604	N	23	9	79	7
chr13:7401993-7402401	Cluster_2605	N	6	0	40	1
chr13:7407229-7407655	Cluster_2606	N	18	26	39	4
chr13:7417307-7417729	Cluster_2607	N	0	0	87	0
chr13:7436047-7436475	Cluster_2608	N	11	3	65	16
chr13:7438146-7438574	Cluster_2609	N	2	13	62	10
chr13:7466057-7466502	Cluster_2610	N	91	46	43	38
chr13:7466827-7467271	Cluster_2611	N	89	44	46	45
chr13:7467594-7468041	Cluster_2612	N	108	48	46	46
chr13:7468365-7468815	Cluster_2613	N	106	44	42	45
chr13:7469136-7469586	Cluster_2614	N	97	65	57	32
chr13:7469904-7470355	Cluster_2615	N	107	63	56	31
chr13:7470675-7471124	Cluster_2616	N	105	48	58	30
chr13:7471446-7471892	Cluster_2617	N	97	50	48	29
chr13:7472216-7472671	Cluster_2618	N	103	50	48	36
chr13:7472986-7473436	Cluster_2619	N	100	51	49	26
chr13:7473761-7474212	Cluster_2620	N	86	49	60	50
chr13:7474542-7474993	Cluster_2621	N	106	51	54	42
chr13:7475324-7475771	Cluster_2622	N	100	40	56	44
chr13:7476106-7476552	Cluster_2623	N	91	43	56	40
chr13:7476884-7477332	Cluster_2624	N	85	46	60	49
chr13:7477665-7478113	Cluster_2625	N	95	47	61	40
chr13:7478445-7478893	Cluster_2626	N	108	37	50	46
chr13:7479218-7479665	Cluster_2627	N	99	42	50	50
chr13:7479989-7480438	Cluster_2628	N	99	58	54	29
chr13:7480759-7481208	Cluster_2629	N	101	55	46	27
chr13:7481528-7481978	Cluster_2630	N	100	43	50	47
chr13:7493500-7494368	Cluster_2631	N	66	697	164	132
chr13:7511101-7511517	Cluster_2632	N	2	14	107	0
chr13:7526451-7526868	Cluster_2633	N	0	0	0	60
chr13:7596204-7596616	Cluster_2634	N	4	7	8	24
chr13:7881637-7882905	Cluster_2635	N	219	131	51	422
chr13:7883447-7884055	Cluster_2636	N	67	41	11	117
chr13:7899473-7899890	Cluster_2637	N	3	46	0	2
chr13:7912378-7912793	Cluster_2638	N	2	26	8	1
chr13:7916386-7916825	Cluster_2639	N	251	111	82	100
chr13:7917351-7917789	Cluster_2640	N	154	97	122	78
chr13:7917886-7918325	Cluster_2641	N	212	71	110	120
chr13:7918899-7919338	Cluster_2642	N	493	309	396	179
chr13:7919494-7919966	Cluster_2643	N	1220	684	1446	743
chr13:7920478-7920948	Cluster_2644	N	295	113	108	74
chr13:7922102-7922537	Cluster_2645	N	105	25	17	19
chr13:7924892-7925326	Cluster_2646	N	315	169	55	73
chr13:7927316-7927766	Cluster_2647	N	58	9	55	35
chr13:8051835-8052252	Cluster_2648	N	43	52	55	65
chr13:8343779-8344194	Cluster_2649	N	1	0	37	17
chr13:8479089-8479505	Cluster_2650	N	0	0	0	89
chr13:8522429-8522843	Cluster_2651	N	0	0	0	64
chr13:8788040-8788457	Cluster_2652	N	36	46	43	13
chr13:8788856-8789274	Cluster_2653	N	13	6	21	26
chr13:8791682-8792103	Cluster_2654	N	23	15	26	16
chr13:8792557-8792965	Cluster_2655	N	2	10	42	11
chr13:8832624-8833041	Cluster_2656	N	6	44	22	1
chr13:8908187-8908603	Cluster_2657	N	10	16	0	16
chr13:9246485-9247016	Cluster_2658	N	51	18	339	168
chr13:9361043-9361458	Cluster_2659	N	0	0	0	37
chr13:9405480-9405896	Cluster_2660	N	8	377	13	7
chr13:9411866-9412298	Cluster_2661	N	97	16	1	1
chr13:9413413-9413834	Cluster_2662	N	53	7	0	1
chr13:9498834-9499248	Cluster_2663	N	1	33	6	6
chr13:9507769-9508311	Cluster_2664	N	55	38	1	37
chr13:9509626-9510048	Cluster_2665	N	30	308	66	93
chr13:9526420-9526511	Cluster_2666	Y	10	11	1	0
chr13:9543406-9543821	Cluster_2667	N	0	0	59	1
chr13:9923993-9924409	Cluster_2668	N	0	0	0	179
chr13:10000127-10000543	Cluster_2669	N	38	154	7	0
chr13:10047045-10047460	Cluster_2670	N	0	2	2	147
chr13:10067143-10067557	Cluster_2671	N	0	0	2	36
chr13:10116029-10116828	Cluster_2672	N	28	96	215	40
chr13:10117252-10117676	Cluster_2673	N	7	20	61	1
chr13:10129957-10130379	Cluster_2674	N	8	21	44	29
chr13:10131151-10131569	Cluster_2675	N	2	5	27	55
chr13:10134412-10135009	Cluster_2676	N	2	15	152	26
chr13:10181979-10182422	Cluster_2677	N	66	36	86	67
chr13:10182668-10183115	Cluster_2678	N	378	174	326	140
chr13:10288885-10289299	Cluster_2679	N	2	4	10	38
chr13:10723193-10723600	Cluster_2680	N	12	11	2	10
chr13:10748642-10749062	Cluster_2681	N	59	17	91	19
chr13:10897291-10897707	Cluster_2682	N	14	39	2	8
chr13:11134280-11134695	Cluster_2683	N	0	49	0	1
chr13:11144329-11144748	Cluster_2684	N	87	34	3	27
chr13:11156171-11156586	Cluster_2685	N	26	5	6	0
chr13:11389548-11389964	Cluster_2686	N	24	15	1	10
chr13:11449618-11450034	Cluster_2687	N	57	10	8	58
chr13:11571268-11571683	Cluster_2688	N	16	62	8	0
chr13:11645432-11645848	Cluster_2689	N	263	13	1	2
chr13:11676075-11676489	Cluster_2690	N	0	0	0	63
chr13:11700452-11700866	Cluster_2691	N	0	0	4	44
chr13:11747073-11747487	Cluster_2692	N	6	13	7	5
chr13:11832357-11832773	Cluster_2693	N	12	0	4	42
chr13:11834693-11835106	Cluster_2694	N	27	1	0	0
chr13:11840529-11840951	Cluster_2695	N	24	9	34	25
chr13:11850434-11850868	Cluster_2696	N	2	1	164	16
chr13:11876603-11877013	Cluster_2697	N	2	0	63	0
chr13:11883716-11884150	Cluster_2698	N	6	12	236	35
chr13:11901500-11901928	Cluster_2699	N	20	7	12	0
chr13:12420960-12421590	Cluster_2700	N	60	55	124	186
chr13:12422712-12423139	Cluster_2701	N	21	17	7	82
chr13:12423370-12423800	Cluster_2702	N	15	5	7	74
chr13:12452480-12453430	Cluster_2703	N	13	70	292	26
chr13:12498891-12499308	Cluster_2704	N	23	33	31	34
chr13:12652541-12652969	Cluster_2705	N	3	9	77	1
chr13:12719888-12720305	Cluster_2706	N	13	44	64	5
chr13:12723120-12723544	Cluster_2707	N	0	0	51	0
chr13:12728487-12728902	Cluster_2708	N	0	33	30	3
chr13:12737789-12738213	Cluster_2709	N	1	1	31	1
chr13:12744486-12744910	Cluster_2710	N	2	4	29	0
chr13:12750231-12750645	Cluster_2711	N	3	5	0	22
chr13:12760384-12760819	Cluster_2712	N	7	8	106	2
chr13:12764200-12764607	Cluster_2713	N	8	15	19	21
chr13:12772656-12773084	Cluster_2714	N	43	18	144	11
chr13:12784950-12785365	Cluster_2715	N	0	0	22	53
chr13:12908288-12908702	Cluster_2716	N	1	30	0	0
chr13:13145592-13146522	Cluster_2717	N	509	5075	13048	6407
chr13:13147168-13153635	Cluster_2718	N	8242	8663	15321	11317
chr13:13154280-13159820	Cluster_2719	N	46947	38656	49988	15763
chr13:13516188-13517705	Cluster_2720	N	16489	5928	10420	1608
chr13:13518334-13523673	Cluster_2721	N	41587	23124	29482	40755
chr13:13524320-13530786	Cluster_2722	N	7961	7304	6841	7991
chr13:13531433-13537520	Cluster_2723	N	39521	8556	20052	35394
chr13:13539082-13541827	Cluster_2724	N	24358	14520	25727	14464
chr13:13542474-13545097	Cluster_2725	N	2106	1983	2560	3335
chr13:13545142-13547816	Cluster_2726	N	1940	3951	1510	2575
chr13:13550225-13551743	Cluster_2727	N	1798	1293	2596	2900
chr13:13552390-13555013	Cluster_2728	N	2101	1985	2563	3328
chr13:13555052-13557733	Cluster_2729	N	1951	3932	1511	2565
chr13:13560141-13561659	Cluster_2730	N	1809	1280	2610	2932
chr13:13562306-13564928	Cluster_2731	N	27503	13500	2527	23110
chr13:13694859-13701324	Cluster_2732	N	29148	24432	20761	9883
chr13:13701970-13705098	Cluster_2733	N	2590	4260	2360	2121
chr13:13764994-13767888	Cluster_2734	N	7953	4655	8444	12656
chr13:13768536-13775000	Cluster_2735	N	16015	8099	8305	9516
chr13:13775646-13782111	Cluster_2736	N	8301	8261	7285	9232
chr13:13782774-13783445	Cluster_2737	N	1431	1790	2282	3057
chr14:3383-3796	Cluster_2738	N	32	10	2	0
chr14:41056-41480	Cluster_2739	N	9	7	5	63
chr14:138327-138745	Cluster_2740	N	12	71	20	6
chr14:232926-233340	Cluster_2741	N	0	0	0	28
chr14:245152-245569	Cluster_2742	N	38	146	14	2
chr14:329871-330288	Cluster_2743	N	2	4	24	4
chr14:334254-334670	Cluster_2744	N	39	63	70	11
chr14:337364-337780	Cluster_2745	N	0	1	8	200
chr14:373914-374328	Cluster_2746	N	2	0	0	52
chr14:385918-386332	Cluster_2747	N	1	5	20	8
chr14:767180-767597	Cluster_2748	N	14	120	1	14
chr14:782611-783026	Cluster_2749	N	2	13	0	17
chr14:1033769-1034183	Cluster_2750	N	8	31	2	0
chr14:1155939-1156379	Cluster_2751	N	65	31	95	45
chr14:1326023-1326439	Cluster_2752	N	12	132	0	0
chr14:1392052-1392468	Cluster_2753	N	0	37	23	0
chr14:1433756-1434224	Cluster_2754	N	272	117	43	46
chr14:1483460-1483876	Cluster_2755	N	0	0	0	130
chr14:1633743-1634155	Cluster_2756	N	0	0	7	23
chr14:1639965-1640379	Cluster_2757	N	0	0	37	2
chr14:1744153-1744569	Cluster_2758	N	0	0	1	66
chr14:1808717-1809129	Cluster_2759	N	4	23	0	2
chr14:1926865-1927279	Cluster_2760	N	0	0	3	38
chr14:2000471-2000888	Cluster_2761	N	5	57	2	3
chr14:2191980-2192397	Cluster_2762	N	9	39	1	9
chr14:2203230-2203660	Cluster_2763	N	0	59	4	6
chr14:2210765-2211185	Cluster_2764	N	20	14	5	1
chr14:2321564-2321979	Cluster_2765	N	0	0	2	55
chr14:2387499-2387915	Cluster_2766	N	4	6	56	30
chr14:2413951-2414367	Cluster_2767	N	0	0	0	66
chr14:2434853-2435267	Cluster_2768	N	0	0	0	29
chr14:2561952-2562462	Cluster_2769	N	938	611	187	193
chr14:2563668-2564233	Cluster_2770	N	59226	41025	32382	17704
chr14:2638165-2639749	Cluster_2771	N	368	254	337	304
chr14:2641137-2641605	Cluster_2772	N	195	62	105	98
chr14:2716532-2717038	Cluster_2773	N	76	44	120	146
chr14:2739356-2740150	Cluster_2774	N	1587	304	23	124
chr14:2741148-2741565	Cluster_2775	N	103	20	5	24
chr14:2751353-2751773	Cluster_2776	N	19	7	2	32
chr14:2760339-2760759	Cluster_2777	N	17	7	0	36
chr14:2791890-2792305	Cluster_2778	N	28	13	2	27
chr14:2886188-2886602	Cluster_2779	N	0	0	25	14
chr14:3076997-3077423	Cluster_2780	N	1	9	18	14
chr14:3145216-3145690	Cluster_2781	N	1545	641	98	293
chr14:3398583-3398999	Cluster_2782	N	24	47	1	0
chr14:3741028-3742064	Cluster_2783	N	61	70	398	296
chr14:3773116-3773532	Cluster_2784	N	201	122	109	575
chr14:3797018-3797432	Cluster_2785	N	1	0	33	0
chr14:3843996-3844412	Cluster_2786	N	11	32	1	0
chr14:4251311-4251727	Cluster_2787	N	0	35	4	0
chr14:4503097-4503513	Cluster_2788	N	16	60	0	0
chr14:4686891-4687307	Cluster_2789	N	4	3	5	156
chr14:4693953-4694365	Cluster_2790	N	0	0	7	21
chr14:5126219-5126635	Cluster_2791	N	1	29	7	25
chr14:5173161-5173579	Cluster_2792	N	9	19	5	38
chr14:5269810-5270224	Cluster_2793	N	0	15	4	15
chr14:5279396-5279824	Cluster_2794	N	0	2	37	0
chr14:5299829-5300245	Cluster_2795	N	0	0	19	23
chr14:5305474-5305890	Cluster_2796	N	0	0	19	23
