"","GO.ID","Term","Annotated","Significant","Expected","Fisher","Protein_ID","ontology","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"1083","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap13.750","Biological Processes","sp|P10394|POL4_DROME",6.13e-06,"Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=3 SV=1","tr|A0A2B4RU83|A0A2B4RU83_STYPI",3.41e-38,"Retrovirus-related Pol polyprotein OS=Stylophora pistillata GN=pol PE=4 SV=1","gb|PFX20110.1|",5.29e-38,"Retrovirus-related Pol polyprotein [Stylophora pistillata]","GO:0004190; GO:0004519; GO:0003676; GO:0003964; GO:0015074","GO:0003676; GO:0008270"
"1084","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap13.755","Biological Processes",NA,NA,NA,"tr|A0A2B4R3J1|A0A2B4R3J1_STYPI",2.93e-150,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene24454 PE=4 SV=1","ref|XP_015774482.1|",1.54e-179,"PREDICTED: uncharacterized protein LOC107352683 [Acropora digitifera]",NA,"GO:0003676; GO:0015074"
"1085","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap14.2063","Biological Processes",NA,NA,NA,"tr|W4XI02|W4XI02_STRPU",0,"Uncharacterized protein OS=Strongylocentrotus purpuratus PE=4 SV=1","gb|KXJ13771.1|",0,"hypothetical protein AC249_AIPGENE13294, partial [Exaiptasia pallida]",NA,"GO:0003676; GO:0015074"
"1086","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap2.1016","Biological Processes","sp|P10394|POL4_DROME",3.95e-27,"Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=3 SV=1","tr|A0A2B4SN01|A0A2B4SN01_STYPI",2.06e-73,"RNA-directed DNA polymerase from mobile element jockey OS=Stylophora pistillata GN=pol PE=4 SV=1","gb|PFX31271.1|",3.19e-73,"RNA-directed DNA polymerase from mobile element jockey [Stylophora pistillata]","GO:0004190; GO:0004519; GO:0003676; GO:0003964; GO:0015074","GO:0003964"
"1087","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap2.1222","Biological Processes","sp|Q09575|YRD6_CAEEL",8.79e-51,"Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1","tr|A0A2B4REU9|A0A2B4REU9_STYPI",4.75e-168,"Transposon Tf2-9 polyprotein OS=Stylophora pistillata GN=Tf2-9 PE=4 SV=1","ref|XP_022807308.1|",3.41e-168,"uncharacterized protein K02A2.6-like [Stylophora pistillata]","GO:0003676; GO:0008270; GO:0015074","GO:0004190; GO:0003676; GO:0008270; GO:0015074"
"1088","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap2.1729","Biological Processes","sp|P47972|NPTX2_HUMAN",1.62e-34,"Neuronal pentraxin-2 OS=Homo sapiens GN=NPTX2 PE=1 SV=2","tr|A0A2B4SM90|A0A2B4SM90_STYPI",8.62e-46,"Retrovirus-related Pol polyprotein from transposon 17.6 OS=Stylophora pistillata GN=pol PE=4 SV=1","ref|XP_020607075.1|",3.89e-87,"neuronal pentraxin-2-like [Orbicella faveolata]","GO:0005576; GO:0030246; GO:0046872; GO:0008306; GO:0007268","GO:0003676; GO:0015074"
"1089","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap2.2497","Biological Processes",NA,NA,NA,"tr|A0A1X7UEQ2|A0A1X7UEQ2_AMPQE",0,"Uncharacterized protein OS=Amphimedon queenslandica PE=4 SV=1","ref|XP_014677740.1|",0,"PREDICTED: uncharacterized protein LOC106817579 [Priapulus caudatus]",NA,"GO:0003676; GO:0015074"
"1090","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap2.2950","Biological Processes","sp|P0CT34|TF21_SCHPO",7.22e-85,"Transposon Tf2-1 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-1 PE=3 SV=1","tr|A0A1A8AMK6|A0A1A8AMK6_NOTFU",0,"Uncharacterized protein OS=Nothobranchius furzeri GN=BX640584.1 PE=4 SV=1","ref|XP_013882267.1|",0,"PREDICTED: uncharacterized protein K02A2.6-like [Austrofundulus limnaeus]","GO:0005634; GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310","GO:0004190; GO:0003676; GO:0015074"
"1091","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap2.3554","Biological Processes",NA,NA,NA,"tr|A0A131Y4N2|A0A131Y4N2_IXORI",0,"Putative tick transposon (Fragment) OS=Ixodes ricinus PE=2 SV=1","ref|XP_018919383.1|",0,"PREDICTED: uncharacterized protein LOC109046043 [Cyprinus carpio]",NA,"GO:0003676; GO:0015074"
"1092","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap2.3732","Biological Processes",NA,NA,NA,"tr|A0A1X7UEQ2|A0A1X7UEQ2_AMPQE",0,"Uncharacterized protein OS=Amphimedon queenslandica PE=4 SV=1","ref|XP_014677740.1|",0,"PREDICTED: uncharacterized protein LOC106817579 [Priapulus caudatus]",NA,"GO:0003676; GO:0015074"
"1093","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap4.1613","Biological Processes","sp|Q7LHG5|YI31B_YEAST",2.5e-84,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A1A7ZKL5|A0A1A7ZKL5_NOTFU",0,"Uncharacterized protein OS=Nothobranchius furzeri GN=BX640584.1 PE=4 SV=1","ref|XP_005173220.1|",0,"uncharacterized protein K02A2.6-like [Danio rerio]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0008270; GO:0015074"
"1094","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap4.1858","Biological Processes",NA,NA,NA,"tr|A0A2B4R3J1|A0A2B4R3J1_STYPI",5.69e-137,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene24454 PE=4 SV=1","ref|XP_015774482.1|",0,"PREDICTED: uncharacterized protein LOC107352683 [Acropora digitifera]",NA,"GO:0003676; GO:0015074"
"1095","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap4.2322","Biological Processes",NA,NA,NA,"tr|A0A2B4SB55|A0A2B4SB55_STYPI",2.71e-35,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene9564 PE=4 SV=1","gb|PFX25807.1|",4.2e-35,"hypothetical protein AWC38_SpisGene9564 [Stylophora pistillata]",NA,"GO:0003676; GO:0015074"
"1096","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap4.2973","Biological Processes","sp|P0CT36|TF23_SCHPO",2.07e-55,"Transposon Tf2-3 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-3 PE=1 SV=1","tr|A0A2B4S787|A0A2B4S787_STYPI",0,"Transposon Ty3-I Gag-Pol polyprotein OS=Stylophora pistillata GN=TY3B-I PE=4 SV=1","gb|PFX24913.1|",0,"Transposon Ty3-I Gag-Pol polyprotein [Stylophora pistillata]","GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310","GO:0004190; GO:0003676; GO:0015074"
"1097","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap4.4495","Biological Processes","sp|Q09575|YRD6_CAEEL",1.62e-19,"Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1","tr|A0A2B4S125|A0A2B4S125_STYPI",2.96e-134,"Transposon Tf2-11 polyprotein OS=Stylophora pistillata GN=Tf2-11 PE=4 SV=1","ref|XP_022792658.1|",1.46e-140,"uncharacterized protein K02A2.6-like [Stylophora pistillata]","GO:0003676; GO:0008270; GO:0015074","GO:0003676; GO:0015074"
"1098","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap4.4558","Biological Processes",NA,NA,NA,"tr|A0A0P4VNG8|A0A0P4VNG8_9EUCA",0,"Uncharacterized protein OS=Scylla olivacea PE=4 SV=1","ref|XP_022102427.1|",0,"uncharacterized protein LOC110985605 [Acanthaster planci]",NA,"GO:0003676; GO:0015074"
"1099","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap4.4956","Biological Processes","sp|Q7LHG5|YI31B_YEAST",1.12e-91,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A2B4REU9|A0A2B4REU9_STYPI",0,"Transposon Tf2-9 polyprotein OS=Stylophora pistillata GN=Tf2-9 PE=4 SV=1","ref|XP_022807308.1|",0,"uncharacterized protein K02A2.6-like [Stylophora pistillata]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0008270; GO:0015074"
"1100","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap4.4988","Biological Processes","sp|P10394|POL4_DROME",8.83e-08,"Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=3 SV=1","tr|A0A2B4R7M8|A0A2B4R7M8_STYPI",9.9e-28,"Transposon Ty3-G Gag-Pol polyprotein OS=Stylophora pistillata GN=TY3B-G PE=4 SV=1","gb|KXJ07200.1|",2.03e-48,"Retrovirus-related Pol polyprotein from transposon 412 [Exaiptasia pallida]","GO:0004190; GO:0004519; GO:0003676; GO:0003964; GO:0015074","GO:0003676; GO:0008270"
"1101","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap4.5282","Biological Processes","sp|Q09575|YRD6_CAEEL",8.67e-08,"Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1","tr|A0A2B4RLE6|A0A2B4RLE6_STYPI",0,"Pro-Pol polyprotein OS=Stylophora pistillata GN=pol PE=4 SV=1","ref|XP_020908929.1|",0,"uncharacterized protein LOC110246883 [Exaiptasia pallida]","GO:0003676; GO:0008270; GO:0015074","GO:0003676; GO:0008270; GO:0015074"
"1102","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap4.6376","Biological Processes","sp|Q09575|YRD6_CAEEL",5.62e-40,"Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1","tr|A0A1A8F4M4|A0A1A8F4M4_9TELE",6.17e-160,"Uncharacterized protein OS=Nothobranchius korthausae GN=Nfu_g_1_012348 PE=4 SV=1","ref|XP_011421530.1|",0,"PREDICTED: uncharacterized protein K02A2.6-like [Crassostrea gigas]","GO:0003676; GO:0008270; GO:0015074","GO:0004190; GO:0003676; GO:0015074"
"1103","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap4.6515","Biological Processes","sp|Q7LHG5|YI31B_YEAST",9.76e-15,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A1A7ZYR7|A0A1A7ZYR7_NOTFU",0,"Uncharacterized protein OS=Nothobranchius furzeri GN=RTL1 PE=4 SV=1","gb|KXJ28186.1|",0,"Transposon Ty3-I Gag-Pol polyprotein [Exaiptasia pallida]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197",""
"1104","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap4.69","Biological Processes","sp|Q4LDE5|SVEP1_HUMAN",4.83e-10,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3","tr|A0A2B4SM90|A0A2B4SM90_STYPI",2.85e-27,"Retrovirus-related Pol polyprotein from transposon 17.6 OS=Stylophora pistillata GN=pol PE=4 SV=1","gb|PFX30229.1|",4.41e-27,"Retrovirus-related Pol polyprotein from transposon 17.6 [Stylophora pistillata]","GO:0005737; GO:0005615; GO:0016020; GO:0005509; GO:0003682; GO:0007155","GO:0003676; GO:0015074"
"1105","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap5.1685","Biological Processes","sp|Q8I7P9|POL5_DROME",6.87e-50,"Retrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster GN=pol PE=3 SV=1","tr|A0A1S3HHB2|A0A1S3HHB2_LINUN",0,"uncharacterized protein K02A2.6-like OS=Lingula unguis GN=LOC106155276 PE=4 SV=1","ref|XP_020904393.1|",0,"uncharacterized protein LOC110242721 [Exaiptasia pallida]","GO:0005634; GO:0004519; GO:0003676; GO:0008233; GO:0003964; GO:0015074; GO:0006313","GO:0003676; GO:0015074"
"1106","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap6.2777","Biological Processes","sp|Q09575|YRD6_CAEEL",1.01e-18,"Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1","tr|A0A2B4RF17|A0A2B4RF17_STYPI",4.31e-123,"Uncharacterized protein K02A2.6 OS=Stylophora pistillata GN=K02A2.6 PE=4 SV=1","gb|PFX14875.1|",6.68e-123,"Uncharacterized protein K02A2.6 [Stylophora pistillata]","GO:0003676; GO:0008270; GO:0015074","GO:0003676; GO:0015074"
"1107","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap7.1210","Biological Processes",NA,NA,NA,"tr|A0A1X7UEQ2|A0A1X7UEQ2_AMPQE",5.83e-110,"Uncharacterized protein OS=Amphimedon queenslandica PE=4 SV=1","gb|KXJ19983.1|",9.61e-136,"E3 ubiquitin-protein ligase DZIP3 [Exaiptasia pallida]",NA,"GO:0003676; GO:0015074"
"1108","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap7.1260","Biological Processes","sp|P0CT36|TF23_SCHPO",3.57e-42,"Transposon Tf2-3 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-3 PE=1 SV=1","tr|A0A2B4SKT1|A0A2B4SKT1_STYPI",0,"Transposon Ty3-I Gag-Pol polyprotein OS=Stylophora pistillata GN=TY3B-I PE=4 SV=1","gb|KXJ07214.1|",0,"Transposon Ty3-I Gag-Pol polyprotein [Exaiptasia pallida]","GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310","GO:0003676; GO:0015074"
"1109","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap7.529","Biological Processes","sp|Q7LHG5|YI31B_YEAST",4.98e-109,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A1Y1KUJ8|A0A1Y1KUJ8_PHOPY",0,"Uncharacterized protein (Fragment) OS=Photinus pyralis PE=4 SV=1","gb|KFM59232.1|",0,"Retrovirus-related Pol polyprotein from transposon 412, partial [Stegodyphus mimosarum]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0008270; GO:0015074"
"1110","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap7.53","Biological Processes","sp|Q9Y4A5|TRRAP_HUMAN",0,"Transformation/transcription domain-associated protein OS=Homo sapiens GN=TRRAP PE=1 SV=3","tr|A0A2B4SFK6|A0A2B4SFK6_STYPI",0,"Transformation/transcription domain-associated protein OS=Stylophora pistillata GN=TRRAP PE=4 SV=1","ref|XP_022787359.1|",0,"transformation/transcription domain-associated protein-like isoform X1 [Stylophora pistillata]","GO:0005794; GO:0035267; GO:0005654; GO:0005634; GO:0000125; GO:0030914; GO:0000812; GO:0033276; GO:0016301; GO:0036459; GO:0003712; GO:1904837; GO:0006281; GO:0016573; GO:0016578; GO:0043968; GO:0043967; GO:0016579; GO:0006355; GO:0006351","GO:0000123; GO:0016301; GO:0003676; GO:0015074; GO:0016573"
"1111","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap7.854","Biological Processes",NA,NA,NA,"tr|A0A2B4RBG6|A0A2B4RBG6_STYPI",0,"Nucleotide-binding oligomerization domain-containing protein 2 OS=Stylophora pistillata GN=Nod2 PE=4 SV=1","ref|XP_015770197.1|",0,"PREDICTED: uncharacterized protein LOC107348660 [Acropora digitifera]",NA,"GO:0003676; GO:0015074"
"1112","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap7.964","Biological Processes",NA,NA,NA,"tr|A0A0P4VX58|A0A0P4VX58_9EUCA",0,"Uncharacterized protein OS=Scylla olivacea PE=4 SV=1","ref|XP_022102427.1|",0,"uncharacterized protein LOC110985605 [Acanthaster planci]",NA,"GO:0003676; GO:0015074"
"1113","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap9.239","Biological Processes","sp|Q09575|YRD6_CAEEL",1.48e-24,"Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1","tr|A0A2B4RAT5|A0A2B4RAT5_STYPI",0,"Aggrecan core protein OS=Stylophora pistillata GN=Acan PE=4 SV=1","gb|PFX13488.1|",0,"Aggrecan core protein [Stylophora pistillata]","GO:0003676; GO:0008270; GO:0015074","GO:0005509"
"1114","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap9.363","Biological Processes","sp|Q09575|YRD6_CAEEL",8.16e-41,"Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1","tr|A0A2B4T0D2|A0A2B4T0D2_STYPI",7.96e-110,"Uncharacterized protein K02A2.6 OS=Stylophora pistillata GN=K02A2.6 PE=4 SV=1","gb|PFX35006.1|",1.23e-109,"Uncharacterized protein K02A2.6 [Stylophora pistillata]","GO:0003676; GO:0008270; GO:0015074","GO:0003676; GO:0008270"
"1115","GO:0006589","octopamine biosynthetic process",27,3,0.41,0.00751,"evm.model.Ap13.236","Biological Processes","sp|Q9CXI3|MOXD1_MOUSE",3.51e-99,"DBH-like monooxygenase protein 1 OS=Mus musculus GN=Moxd1 PE=1 SV=1","tr|A0A2B4RED0|A0A2B4RED0_STYPI",0,"DBH-like monooxygenase protein 1 OS=Stylophora pistillata GN=Moxd1 PE=4 SV=1","gb|PFX15506.1|",0,"DBH-like monooxygenase protein 1 [Stylophora pistillata]","GO:0005789; GO:0005615; GO:0016021; GO:0016020; GO:0030667; GO:0005507; GO:0004500; GO:0042420; GO:0042421; GO:0006589","GO:0005507; GO:0016715"
"1116","GO:0006589","octopamine biosynthetic process",27,3,0.41,0.00751,"evm.model.Ap4.6792","Biological Processes","sp|Q5TZ24|MOXD1_DANRE",4.48e-37,"DBH-like monooxygenase protein 1 homolog OS=Danio rerio GN=moxd1 PE=2 SV=2","tr|A0A2B4SPV1|A0A2B4SPV1_STYPI",3.16e-75,"DBH-like monooxygenase protein 1-like OS=Stylophora pistillata GN=moxd1 PE=4 SV=1","ref|XP_020624851.1|",5.16e-106,"DBH-like monooxygenase protein 1 [Orbicella faveolata]","GO:0005789; GO:0005615; GO:0016021; GO:0030667; GO:0005507; GO:0004500; GO:0042420; GO:0042421; GO:0006589","GO:0005507; GO:0016715"
"1117","GO:0006589","octopamine biosynthetic process",27,3,0.41,0.00751,"evm.model.Ap4.6794","Biological Processes","sp|Q9CXI3|MOXD1_MOUSE",3.42e-116,"DBH-like monooxygenase protein 1 OS=Mus musculus GN=Moxd1 PE=1 SV=1","tr|A0A2B4SPV1|A0A2B4SPV1_STYPI",0,"DBH-like monooxygenase protein 1-like OS=Stylophora pistillata GN=moxd1 PE=4 SV=1","ref|XP_020624851.1|",0,"DBH-like monooxygenase protein 1 [Orbicella faveolata]","GO:0005789; GO:0005615; GO:0016021; GO:0016020; GO:0030667; GO:0005507; GO:0004500; GO:0042420; GO:0042421; GO:0006589","GO:0005507; GO:0016715"
"1118","GO:0042421","norepinephrine biosynthetic process",27,3,0.41,0.00751,"evm.model.Ap13.236","Biological Processes","sp|Q9CXI3|MOXD1_MOUSE",3.51e-99,"DBH-like monooxygenase protein 1 OS=Mus musculus GN=Moxd1 PE=1 SV=1","tr|A0A2B4RED0|A0A2B4RED0_STYPI",0,"DBH-like monooxygenase protein 1 OS=Stylophora pistillata GN=Moxd1 PE=4 SV=1","gb|PFX15506.1|",0,"DBH-like monooxygenase protein 1 [Stylophora pistillata]","GO:0005789; GO:0005615; GO:0016021; GO:0016020; GO:0030667; GO:0005507; GO:0004500; GO:0042420; GO:0042421; GO:0006589","GO:0005507; GO:0016715"
"1119","GO:0042421","norepinephrine biosynthetic process",27,3,0.41,0.00751,"evm.model.Ap4.6792","Biological Processes","sp|Q5TZ24|MOXD1_DANRE",4.48e-37,"DBH-like monooxygenase protein 1 homolog OS=Danio rerio GN=moxd1 PE=2 SV=2","tr|A0A2B4SPV1|A0A2B4SPV1_STYPI",3.16e-75,"DBH-like monooxygenase protein 1-like OS=Stylophora pistillata GN=moxd1 PE=4 SV=1","ref|XP_020624851.1|",5.16e-106,"DBH-like monooxygenase protein 1 [Orbicella faveolata]","GO:0005789; GO:0005615; GO:0016021; GO:0030667; GO:0005507; GO:0004500; GO:0042420; GO:0042421; GO:0006589","GO:0005507; GO:0016715"
"1120","GO:0042421","norepinephrine biosynthetic process",27,3,0.41,0.00751,"evm.model.Ap4.6794","Biological Processes","sp|Q9CXI3|MOXD1_MOUSE",3.42e-116,"DBH-like monooxygenase protein 1 OS=Mus musculus GN=Moxd1 PE=1 SV=1","tr|A0A2B4SPV1|A0A2B4SPV1_STYPI",0,"DBH-like monooxygenase protein 1-like OS=Stylophora pistillata GN=moxd1 PE=4 SV=1","ref|XP_020624851.1|",0,"DBH-like monooxygenase protein 1 [Orbicella faveolata]","GO:0005789; GO:0005615; GO:0016021; GO:0016020; GO:0030667; GO:0005507; GO:0004500; GO:0042420; GO:0042421; GO:0006589","GO:0005507; GO:0016715"
"1121","GO:1900272","negative regulation of long-term synaptic potentiat...",9,2,0.14,0.00755,"evm.model.Ap11.358","Biological Processes","sp|O35867|NEB1_RAT",2.12e-52,"Neurabin-1 OS=Rattus norvegicus GN=Ppp1r9a PE=1 SV=1","tr|A0A2B4RNY4|A0A2B4RNY4_STYPI",0,"Neurabin-1 OS=Stylophora pistillata GN=Ppp1r9a PE=4 SV=1","gb|PFX19321.1|",0,"Neurabin-1 [Stylophora pistillata]","GO:0015629; GO:0030054; GO:0030864; GO:0005856; GO:0005829; GO:0030425; GO:0043197; GO:0044326; GO:0030175; GO:0030426; GO:1990761; GO:0030027; GO:0031594; GO:0043005; GO:0043025; GO:0014069; GO:0045202; GO:0051015; GO:0051020; GO:0044325; GO:0008022; GO:0032403; GO:0019904; GO:0042803; GO:0019901; GO:0008157; GO:0007015; GO:0007568; GO:0019722; GO:0097237; GO:0060079; GO:1900272; GO:1904049; GO:0051497; GO:0048666; GO:0031175; GO:0060999; GO:1900454; GO:0010976; GO:0045860; GO:0030833; GO:0061001; GO:0051489; GO:0051963; GO:0051823",""
"1122","GO:1900272","negative regulation of long-term synaptic potentiat...",9,2,0.14,0.00755,"evm.model.Ap6.658","Biological Processes","sp|Q07496|EPHA4_CHICK",0,"Ephrin type-A receptor 4 OS=Gallus gallus GN=EPHA4 PE=1 SV=2","tr|A0A2B4RGW2|A0A2B4RGW2_STYPI",0,"Ephrin type-A receptor 4 OS=Stylophora pistillata GN=EPHA4 PE=4 SV=1","ref|XP_020600981.1|",0,"ephrin type-A receptor 4-like [Orbicella faveolata]","GO:0030424; GO:0005737; GO:0030425; GO:0031901; GO:0005887; GO:0005886; GO:0005524; GO:0097161; GO:0005004; GO:0042802; GO:0042731; GO:0004672; GO:1990782; GO:0005005; GO:0007628; GO:0007155; GO:1904646; GO:0021957; GO:0097156; GO:0097155; GO:0008045; GO:0048681; GO:1900272; GO:1903051; GO:0072178; GO:0018108; GO:1902004; GO:1902961; GO:0043507; GO:0061098; GO:2001108; GO:0046777; GO:0050821; GO:0048710; GO:0050770; GO:0061001; GO:0043087; GO:1905244; GO:0035282; GO:0001756","GO:0005887; GO:0005524; GO:0005003"
"1123","GO:0071873","response to norepinephrine",9,2,0.14,0.00755,"evm.model.Ap7.120","Biological Processes","sp|P02466|CO1A2_RAT",9.95e-161,"Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3","tr|A0A2B4SR81|A0A2B4SR81_STYPI",0,"Collagen alpha-1(XXVII) chain B OS=Stylophora pistillata GN=col27a1b PE=4 SV=1","ref|XP_022779256.1|",0,"collagen alpha-1(I) chain-like [Stylophora pistillata]","GO:0005581; GO:0005584; GO:0070062; GO:0031012; GO:0005576; GO:0005615; GO:0005622; GO:0005201; GO:0042802; GO:0046872; GO:0048407; GO:0002020; GO:0030674; GO:0046332; GO:0001568; GO:0071230; GO:0071310; GO:0071300; GO:0097067; GO:0030199; GO:0070208; GO:0008217; GO:0071873; GO:0007266; GO:0001501; GO:0043589; GO:0007179","GO:0005581; GO:0005201"
"1124","GO:0071873","response to norepinephrine",9,2,0.14,0.00755,"evm.model.Ap7.134","Biological Processes","sp|P02466|CO1A2_RAT",2.69e-154,"Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3","tr|A0A2B4SR81|A0A2B4SR81_STYPI",0,"Collagen alpha-1(XXVII) chain B OS=Stylophora pistillata GN=col27a1b PE=4 SV=1","ref|XP_022779256.1|",0,"collagen alpha-1(I) chain-like [Stylophora pistillata]","GO:0005581; GO:0005584; GO:0070062; GO:0031012; GO:0005576; GO:0005615; GO:0005622; GO:0005201; GO:0042802; GO:0046872; GO:0048407; GO:0002020; GO:0030674; GO:0046332; GO:0001568; GO:0071230; GO:0071310; GO:0071300; GO:0097067; GO:0030199; GO:0070208; GO:0008217; GO:0071873; GO:0007266; GO:0001501; GO:0043589; GO:0007179","GO:0005581; GO:0005201"
