Coords	Name	MIRNA	tapoc_2_S31_L001_R1_001_condensed	tapoc_3_S32_L001_R1_001_condensed	tapoc_4_S33_L001_R1_001_condensed
Ap13:19752971-19753382	Cluster_2433	N	0	0	23
Ap13:19919774-19920185	Cluster_2434	N	0	1	19
Ap13:20093779-20094193	Cluster_2435	N	0	8	20
Ap13:20236953-20237367	Cluster_2436	N	0	33	39
Ap13:20339232-20339647	Cluster_2437	N	0	9	36
Ap13:20348002-20348426	Cluster_2438	N	34	58	9
Ap13:20845696-20846113	Cluster_2439	N	14	3	48
Ap13:21015252-21015670	Cluster_2440	N	64	219	215
Ap13:21056800-21057217	Cluster_2441	N	27	29	17
Ap13:21057506-21057923	Cluster_2442	N	31	28	20
Ap13:21087671-21088084	Cluster_2443	N	3	26	16
Ap13:21131583-21131999	Cluster_2444	N	10	104	66
Ap13:21134349-21134765	Cluster_2445	N	0	11	10
Ap13:21211769-21212184	Cluster_2446	N	3	9	35
Ap13:21403612-21404025	Cluster_2447	N	0	3	50
Ap13:21430345-21430757	Cluster_2448	N	0	0	53
Ap13:21478689-21479102	Cluster_2449	N	0	32	79
Ap13:21496503-21496919	Cluster_2450	N	12	14	5
Ap13:21548900-21549315	Cluster_2451	N	1	3	23
Ap13:21572268-21572686	Cluster_2452	N	24	17	17
Ap13:21801696-21802111	Cluster_2453	N	1	0	20
Ap13:22035894-22036307	Cluster_2454	N	0	8	13
Ap13:22049312-22049724	Cluster_2455	N	3	10	15
Ap13:22168280-22168761	Cluster_2456	N	57	245	193
Ap13:22174688-22175155	Cluster_2457	N	598	139	230
Ap13:22176387-22176859	Cluster_2458	N	571	78	23
Ap13:22178057-22178527	Cluster_2459	N	134	104	454
Ap13:22180114-22180587	Cluster_2460	N	3103	500	1131
Ap13:22181238-22181718	Cluster_2461	N	5365	1299	1102
Ap13:22183932-22184335	Cluster_2462	N	0	1	22
Ap13:22602687-22603102	Cluster_2463	N	13	14	9
Ap13:22746856-22747272	Cluster_2464	N	0	0	90
Ap13:22801130-22801549	Cluster_2465	N	1	0	101
Ap13:22855636-22856053	Cluster_2466	N	4	10	14
Ap13:22978489-22978904	Cluster_2467	N	13	4	4
Ap13:23201411-23201821	Cluster_2468	N	0	7	12
Ap13:23308491-23308906	Cluster_2469	N	0	16	10
Ap13:23376272-23376690	Cluster_2470	N	6	6	8
Ap13:23393428-23393843	Cluster_2471	N	5	9	7
Ap13:23810207-23810624	Cluster_2472	N	3	26	11
Ap13:23890989-23891518	Cluster_2473	N	133	25	72
Ap13:23894048-23894520	Cluster_2474	N	2899	589	2217
Ap13:23894965-23895382	Cluster_2475	N	10	18	40
Ap13:23896163-23896633	Cluster_2476	N	1127	173	482
Ap13:23910419-23910835	Cluster_2477	N	36	169	100
Ap13:23913219-23913744	Cluster_2478	N	859	83	265
Ap13:23923198-23923668	Cluster_2479	N	497	44	0
Ap13:24090632-24091044	Cluster_2480	N	0	18	15
Ap13:24192293-24192708	Cluster_2481	N	0	22	19
Ap13:24233372-24233790	Cluster_2482	N	0	25	13
Ap13:24770879-24771297	Cluster_2483	N	15	59	36
Ap13:24824665-24825097	Cluster_2484	N	39	8	9
Ap13:24933842-24934259	Cluster_2485	N	8	9	7
Ap13:24947603-24948017	Cluster_2486	N	0	24	3
Ap13:25118126-25118539	Cluster_2487	N	0	0	22
Ap13:25245262-25245675	Cluster_2488	N	0	4	53
Ap13:25280277-25280692	Cluster_2489	N	2	6	14
Ap13:25309274-25309689	Cluster_2490	N	2	5	14
Ap13:26021947-26022457	Cluster_2491	N	142	5	14
Ap13:26025135-26026106	Cluster_2492	N	591	123	80
Ap13:26140848-26141479	Cluster_2493	N	15657	9198	6015
Ap13:26404796-26405210	Cluster_2494	N	3	9	9
Ap13:26412573-26413473	Cluster_2495	N	158	18	26
Ap13:26428969-26429439	Cluster_2496	N	105	30	12
Ap13:26451376-26451792	Cluster_2497	N	0	8	27
Ap13:26563778-26564191	Cluster_2498	N	0	0	26
Ap13:26990658-26991087	Cluster_2499	N	76	6	3
Ap13:27016356-27016772	Cluster_2500	N	3	11	47
Ap13:27124892-27125304	Cluster_2501	N	1	20	107
Ap13:27407380-27407794	Cluster_2502	N	0	7	59
Ap13:27432501-27432912	Cluster_2503	N	10	5	15
Ap13:27508891-27509304	Cluster_2504	N	0	7	26
Ap13:27608905-27609332	Cluster_2505	N	92	59	43
Ap13:27675255-27675670	Cluster_2506	N	19	19	18
Ap13:27765619-27766037	Cluster_2507	N	8	26	33
Ap13:27857214-27857632	Cluster_2508	N	29	18	37
Ap13:27925128-27925541	Cluster_2509	N	0	10	40
Ap13:28245743-28246157	Cluster_2510	N	0	5	22
Ap13:28352459-28352866	Cluster_2511	N	10	6	8
Ap13:28874054-28874472	Cluster_2512	N	53	280	280
Ap13:29069679-29070097	Cluster_2513	N	0	0	104
Ap13:29278124-29278539	Cluster_2514	N	24	17	1
Ap13:29621704-29622119	Cluster_2515	N	2	75	168
Ap13:29717591-29718013	Cluster_2516	N	337	140	111
Ap13:29840185-29840596	Cluster_2517	N	0	0	23
Ap13:29922027-29922513	Cluster_2518	N	49	9	1
Ap13:30184169-30184585	Cluster_2519	N	5	45	42
Ap13:30189272-30189688	Cluster_2520	N	4	13	11
Ap13:30233916-30234332	Cluster_2521	N	8	9	10
Ap13:30236412-30236829	Cluster_2522	N	10	8	10
Ap13:30276327-30276742	Cluster_2523	N	2	23	10
Ap13:30396969-30397384	Cluster_2524	N	0	0	22
Ap13:30747097-30747515	Cluster_2525	N	151	192	143
Ap13:30774229-30774644	Cluster_2526	N	0	17	21
Ap13:30778803-30779218	Cluster_2527	N	0	0	22
Ap13:30864562-30864972	Cluster_2528	N	21	4	3
Ap13:31027952-31028369	Cluster_2529	N	67	12	8
Ap13:31042907-31043324	Cluster_2530	N	1	15	12
Ap13:31316913-31317325	Cluster_2531	N	0	5	15
Ap13:31397419-31397837	Cluster_2532	N	12	50	41
Ap13:31439821-31440260	Cluster_2533	N	67	102	59
Ap13:31460311-31460729	Cluster_2534	N	0	16	786
Ap13:31859695-31860112	Cluster_2535	N	27	168	113
Ap13:32016992-32017419	Cluster_2536	N	67	8	4
Ap13:32081083-32081495	Cluster_2537	N	0	47	64
Ap13:32272760-32273173	Cluster_2538	N	0	1	32
Ap13:32317100-32317530	Cluster_2539	N	1	36	62
Ap13:32435434-32435857	Cluster_2540	N	50	56	78
Ap13:32469949-32470364	Cluster_2541	N	0	0	126
Ap13:32489047-32489460	Cluster_2542	N	0	5	14
Ap13:32585600-32586014	Cluster_2543	N	4	13	11
Ap13:32603157-32603572	Cluster_2544	N	35	59	22
Ap13:32612753-32613168	Cluster_2545	N	0	39	85
Ap13:33044794-33045211	Cluster_2546	N	31	214	168
Ap13:33053723-33054143	Cluster_2547	N	54	39	51
Ap13:33137888-33138304	Cluster_2548	N	5	29	23
Ap13:33139241-33139656	Cluster_2549	N	0	14	16
Ap13:33278108-33278523	Cluster_2550	N	24	4	6
Ap13:33368989-33369406	Cluster_2551	N	3	19	61
Ap13:33396664-33397078	Cluster_2552	N	22	105	124
Ap13:33495065-33495482	Cluster_2553	N	21	0	0
Ap13:33509858-33510279	Cluster_2554	N	57	97	113
Ap2:8956-9372	Cluster_2555	N	10	27	34
Ap2:259539-259958	Cluster_2556	N	23	65	38
Ap2:363804-364222	Cluster_2557	N	10	47	143
Ap2:391305-391719	Cluster_2558	N	1	0	20
Ap2:548769-549186	Cluster_2559	N	5	56	44
Ap2:700415-700830	Cluster_2560	N	8	31	37
Ap2:814658-815070	Cluster_2561	N	0	11	36
Ap2:1087199-1087614	Cluster_2562	N	14	100	87
Ap2:1100217-1100632	Cluster_2563	N	9	13	7
Ap2:1119887-1120303	Cluster_2564	N	5	19	19
Ap2:1172139-1172555	Cluster_2565	N	18	51	30
Ap2:1252610-1253020	Cluster_2566	N	0	8	11
Ap2:1792304-1792816	Cluster_2567	N	123	14	18
Ap2:1801810-1802309	Cluster_2568	N	184	32	15
Ap2:1806817-1807248	Cluster_2569	N	35	12	0
Ap2:1809194-1809622	Cluster_2570	N	30	1	8
Ap2:1894185-1894601	Cluster_2571	N	4	35	24
Ap2:1987338-1987754	Cluster_2572	N	5	122	124
Ap2:2086714-2087135	Cluster_2573	N	16	14	2
Ap2:2271444-2271860	Cluster_2574	N	9	13	17
Ap2:2623783-2624200	Cluster_2575	N	26	10	11
Ap2:2815004-2815434	Cluster_2576	N	28	59	132
Ap2:2919581-2920056	Cluster_2577	N	27	4	18
Ap2:2989930-2990344	Cluster_2578	N	0	5	35
Ap2:3124512-3124928	Cluster_2579	N	32	3	0
Ap2:3127431-3127846	Cluster_2580	N	2	14	10
Ap2:3134679-3135095	Cluster_2581	N	36	4	2
Ap2:3137715-3138149	Cluster_2582	N	62	1	7
Ap2:3240484-3240902	Cluster_2583	N	1	10	22
Ap2:3270323-3270736	Cluster_2584	N	5	18	22
Ap2:3481740-3482156	Cluster_2585	N	5	70	63
Ap2:3534410-3534821	Cluster_2586	N	0	1	26
Ap2:3575998-3576415	Cluster_2587	N	10	14	0
Ap2:3843220-3843639	Cluster_2588	N	19	14	10
Ap2:3869180-3869594	Cluster_2589	N	0	1	33
Ap2:4155964-4156379	Cluster_2590	N	0	2	36
Ap2:4171900-4172316	Cluster_2591	N	0	38	30
Ap2:4296140-4296552	Cluster_2592	N	0	14	260
Ap2:4766810-4767225	Cluster_2593	N	4	8	9
Ap2:4797079-4797495	Cluster_2594	N	7	24	191
Ap2:4852878-4853293	Cluster_2595	N	0	2	21
Ap2:5692232-5692656	Cluster_2596	N	69	7	8
Ap2:5711736-5712152	Cluster_2597	N	0	20	53
Ap2:5724920-5725346	Cluster_2598	N	30	3	9
Ap2:5966820-5967237	Cluster_2599	N	53	171	183
Ap2:6556208-6556638	Cluster_2600	N	137	0	58
Ap2:6572283-6572700	Cluster_2601	N	14	18	26
Ap2:6697443-6697857	Cluster_2602	N	0	0	19
Ap2:6859788-6860203	Cluster_2603	N	3	16	103
Ap2:6891054-6891472	Cluster_2604	N	34	225	217
Ap2:7016434-7016850	Cluster_2605	N	32	5	10
Ap2:7188252-7188669	Cluster_2606	N	13	25	21
Ap2:7243182-7243599	Cluster_2607	N	9	26	38
Ap2:7328209-7328626	Cluster_2608	N	9	30	34
Ap2:7644427-7644882	Cluster_2609	N	70	65	142
Ap2:7731731-7732148	Cluster_2610	N	28	31	19
Ap2:7737291-7737708	Cluster_2611	N	31	28	22
Ap2:7825924-7826378	Cluster_2612	N	0	0	64
Ap2:8424970-8425383	Cluster_2613	N	0	0	44
Ap2:8475346-8475761	Cluster_2614	N	0	10	16
Ap2:8721433-8721851	Cluster_2615	N	13	52	49
Ap2:8745378-8745789	Cluster_2616	N	0	1	24
Ap2:8779060-8779500	Cluster_2617	N	82	17	9
Ap2:8780108-8780537	Cluster_2618	N	32	5	4
Ap2:8784897-8785337	Cluster_2619	N	91	15	9
Ap2:8889110-8889526	Cluster_2620	N	0	43	44
Ap2:8903444-8903866	Cluster_2621	N	21	2	5
Ap2:8906554-8906994	Cluster_2622	N	86	13	6
Ap2:8926554-8926969	Cluster_2623	N	4	9	10
Ap2:8931692-8932109	Cluster_2624	N	3	9	18
Ap2:9017417-9017828	Cluster_2625	N	0	8	15
Ap2:9285614-9286027	Cluster_2626	N	9	2	9
Ap2:9347740-9348156	Cluster_2627	N	150	600	201
Ap2:9425002-9425418	Cluster_2628	N	0	7	22
Ap2:9504516-9504931	Cluster_2629	N	3	9	14
Ap2:9519137-9519569	Cluster_2630	N	47	7	5
Ap2:9866052-9866466	Cluster_2631	N	1	14	6
Ap2:9897514-9897929	Cluster_2632	N	5	26	30
Ap2:10121072-10121489	Cluster_2633	N	12	17	77
Ap2:10318696-10319112	Cluster_2634	N	9	12	22
Ap2:10980908-10981320	Cluster_2635	N	4	167	464
Ap2:11107926-11108338	Cluster_2636	N	4	166	464
Ap2:11345839-11346256	Cluster_2637	N	1	0	28
Ap2:11451936-11452352	Cluster_2638	N	7	11	9
Ap2:11753751-11754166	Cluster_2639	N	0	18	1
Ap2:11818311-11818725	Cluster_2640	N	2	1	181
Ap2:12119258-12119674	Cluster_2641	N	0	13	13
Ap2:12160651-12161064	Cluster_2642	N	4	20	2
Ap2:12284608-12285023	Cluster_2643	N	0	1	79
Ap2:12330092-12330508	Cluster_2644	N	0	1	73
Ap2:12470665-12471079	Cluster_2645	N	10	3	7
Ap2:12556157-12556574	Cluster_2646	N	0	14	73
Ap2:12621924-12622335	Cluster_2647	N	0	0	29
Ap2:12648734-12649150	Cluster_2648	N	3	19	23
Ap2:12663734-12664147	Cluster_2649	N	0	1	34
Ap2:12668080-12668491	Cluster_2650	N	0	9	12
Ap2:12772403-12772816	Cluster_2651	N	0	0	23
Ap2:12793731-12794147	Cluster_2652	N	24	10	16
Ap2:12801524-12801938	Cluster_2653	N	0	1	39
Ap2:12908191-12908611	Cluster_2654	N	59	151	119
Ap2:12908710-12909130	Cluster_2655	N	61	148	118
Ap2:13034493-13034912	Cluster_2656	N	1	61	319
Ap2:13746314-13746732	Cluster_2657	N	1	7	15
Ap2:13981505-13981922	Cluster_2658	N	31	8	19
Ap2:14148415-14148830	Cluster_2659	N	1	6	18
Ap2:14177149-14177565	Cluster_2660	N	0	17	7
Ap2:14432812-14433558	Cluster_2661	N	43	50	36
Ap2:14725885-14726301	Cluster_2662	N	8	5	14
Ap2:14841790-14842206	Cluster_2663	N	45	81	51
Ap2:15441444-15441861	Cluster_2664	N	25	27	22
Ap2:15561359-15561784	Cluster_2665	N	48	3	6
Ap2:15778381-15778797	Cluster_2666	N	0	13	9
Ap2:15937232-15937646	Cluster_2667	N	2	82	106
Ap2:15956742-15957154	Cluster_2668	N	1	4	16
Ap2:16090166-16090581	Cluster_2669	N	2	4	33
Ap2:16102386-16102892	Cluster_2670	N	6699	3253	2205
Ap2:16156023-16156441	Cluster_2671	N	2	17	18
Ap2:16168110-16168525	Cluster_2672	N	0	15	28
Ap2:16424135-16424549	Cluster_2673	N	2	1	24
Ap2:16446999-16447415	Cluster_2674	N	26	9	0
Ap2:16533456-16533882	Cluster_2675	N	23	4	3
Ap2:16551998-16552408	Cluster_2676	N	0	5	17
Ap2:16893376-16893791	Cluster_2677	N	0	23	21
Ap2:16927804-16928221	Cluster_2678	N	1	7	18
Ap2:17007375-17007787	Cluster_2679	N	0	6	23
Ap2:17066345-17066761	Cluster_2680	N	7	8	14
Ap2:17162838-17163253	Cluster_2681	N	1	6	14
Ap2:17256168-17256581	Cluster_2682	N	0	10	21
Ap2:17454691-17455107	Cluster_2683	N	16	18	43
Ap2:17482961-17483402	Cluster_2684	N	0	29	168
Ap2:17612458-17612871	Cluster_2685	N	0	21	17
Ap2:17786077-17786489	Cluster_2686	N	0	14	36
Ap2:18252607-18253020	Cluster_2687	N	0	0	23
Ap2:18416118-18416537	Cluster_2688	N	10	24	34
Ap2:18448239-18448653	Cluster_2689	N	0	2	38
Ap2:18555510-18555926	Cluster_2690	N	1	33	12
Ap2:18990307-18990726	Cluster_2691	N	55	432	403
Ap2:19114765-19115183	Cluster_2692	N	113	217	196
Ap2:19284520-19284980	Cluster_2693	N	5	5	45
Ap2:19409863-19410274	Cluster_2694	N	25	3	0
Ap2:19657745-19658165	Cluster_2695	N	23	59	50
Ap2:19826493-19826912	Cluster_2696	N	102	3	15
Ap2:19869887-19870302	Cluster_2697	N	3	0	17
Ap2:19914558-19914975	Cluster_2698	N	8	9	16
Ap2:19951241-19951720	Cluster_2699	N	289	51	19
Ap2:19952115-19952591	Cluster_2700	N	112	6	24
Ap2:19954606-19955087	Cluster_2701	N	126	13	12
Ap2:19955958-19956439	Cluster_2702	N	118	12	11
Ap2:20056733-20057149	Cluster_2703	N	2	10	9
Ap2:20103416-20103832	Cluster_2704	N	2	10	7
Ap2:20154470-20154887	Cluster_2705	N	36	0	6
Ap2:20371332-20371764	Cluster_2706	N	70	6	8
Ap2:20374877-20375288	Cluster_2707	N	13	3	4
Ap2:20552951-20553365	Cluster_2708	N	0	11	12
Ap2:20657429-20657847	Cluster_2709	N	60	1	13
Ap2:20788196-20788612	Cluster_2710	N	7	9	5
Ap2:20797222-20797636	Cluster_2711	N	0	0	66
Ap2:20800428-20800844	Cluster_2712	N	0	2	44
Ap2:21106054-21106464	Cluster_2713	N	0	1	20
Ap2:21239513-21239933	Cluster_2714	N	61	152	116
Ap2:21273188-21273604	Cluster_2715	N	41	290	309
Ap2:21318268-21318684	Cluster_2716	N	5	42	73
Ap2:21367651-21368068	Cluster_2717	N	2	13	6
Ap2:21716379-21716792	Cluster_2718	N	3	5	25
Ap2:22090911-22091343	Cluster_2719	N	33	3	0
Ap2:22172763-22173176	Cluster_2720	N	10	7	3
Ap2:22300671-22301086	Cluster_2721	N	0	6	66
Ap2:22432074-22432564	Cluster_2722	N	199	64	72
Ap2:22501573-22501974	Cluster_2723	N	28	2	0
Ap2:22532812-22533227	Cluster_2724	N	2	9	16
Ap2:22726023-22726440	Cluster_2725	N	8	29	36
Ap2:22961442-22961857	Cluster_2726	N	1	1	22
Ap2:22977704-22978122	Cluster_2727	N	69	170	103
Ap2:23807041-23807458	Cluster_2728	N	3	16	14
Ap2:23858494-23858911	Cluster_2729	N	154	263	262
Ap2:23988610-23989027	Cluster_2730	N	0	19	13
Ap2:24242882-24243307	Cluster_2731	N	29	26	13
Ap2:24383683-24384099	Cluster_2732	N	1	0	35
Ap2:24496175-24496592	Cluster_2733	N	8	6	5
Ap2:24575971-24576383	Cluster_2734	N	1	3	15
Ap2:24828342-24828753	Cluster_2735	N	0	0	19
Ap2:25029463-25029880	Cluster_2736	N	3	16	12
Ap2:25179870-25180282	Cluster_2737	N	0	0	35
Ap2:25182117-25182532	Cluster_2738	N	1	6	18
Ap2:25794315-25794731	Cluster_2739	N	1	4	14
Ap2:25955561-25955974	Cluster_2740	N	5	13	18
Ap2:26023059-26023475	Cluster_2741	N	0	0	49
Ap2:26259988-26260406	Cluster_2742	N	4	44	27
Ap2:26304564-26304980	Cluster_2743	N	6	9	7
Ap2:26377761-26378177	Cluster_2744	N	13	5	8
Ap2:26441267-26441680	Cluster_2745	N	0	7	25
Ap2:26526994-26527421	Cluster_2746	N	27	54	101
Ap2:26633623-26634033	Cluster_2747	N	0	7	13
Ap2:26685187-26685604	Cluster_2748	N	18	5	1
Ap2:26956106-26956517	Cluster_2749	N	0	17	15
Ap2:27012827-27013244	Cluster_2750	N	7	22	27
Ap2:27058416-27058833	Cluster_2751	N	3	7	15
Ap2:27058962-27059375	Cluster_2752	N	0	1	42
Ap2:27150413-27150827	Cluster_2753	N	1	9	31
Ap2:27301899-27302316	Cluster_2754	N	6	11	26
Ap2:27624129-27624542	Cluster_2755	N	0	33	7
Ap2:27678488-27678904	Cluster_2756	N	2	26	26
Ap2:27722271-27722709	Cluster_2757	N	72	7	15
Ap2:27885898-27886314	Cluster_2758	N	6	13	150
Ap2:28149703-28150187	Cluster_2759	N	647	193	126
Ap2:28169091-28169503	Cluster_2760	N	0	0	21
Ap2:28209648-28210063	Cluster_2761	N	4	0	129
Ap2:28241096-28241626	Cluster_2762	N	40	20	24
Ap2:28450262-28450690	Cluster_2763	N	21	0	2
Ap2:28452867-28453296	Cluster_2764	N	49	1	4
Ap2:28534747-28535161	Cluster_2765	N	0	2	52
Ap2:28611668-28612095	Cluster_2766	N	51	10	17
Ap2:29149720-29150135	Cluster_2767	N	12	10	0
Ap2:29266041-29266457	Cluster_2768	N	7	10	32
Ap2:29410253-29410665	Cluster_2769	N	0	22	2
Ap2:29452363-29452893	Cluster_2770	N	837	61	52
Ap2:29825641-29826057	Cluster_2771	N	88	219	133
Ap2:29829081-29829498	Cluster_2772	N	7	65	321
Ap2:30005505-30005923	Cluster_2773	N	5	4	24
Ap2:30193844-30194263	Cluster_2774	N	22	80	200
Ap2:30422447-30422859	Cluster_2775	N	1	14	8
Ap2:30584997-30585415	Cluster_2776	N	38	105	72
Ap2:30672710-30673127	Cluster_2777	N	365	494	406
Ap2:30763843-30764317	Cluster_2778	N	92	77	64
Ap2:30801619-30802035	Cluster_2779	N	68	15	15
Ap2:30830441-30830879	Cluster_2780	N	53	0	6
Ap2:30836363-30836860	Cluster_2781	N	158	15	12
Ap2:30840597-30841015	Cluster_2782	N	6	1	29
Ap2:30915563-30915977	Cluster_2783	N	0	5	21
Ap2:30942050-30942468	Cluster_2784	N	0	6	17
Ap2:31162102-31162517	Cluster_2785	N	0	0	109
Ap2:31241121-31241537	Cluster_2786	N	16	48	36
Ap2:31348543-31348962	Cluster_2787	N	6	23	1
Ap2:31424953-31425406	Cluster_2788	N	854	290	407
Ap2:31427844-31428317	Cluster_2789	N	611	132	122
Ap2:31625853-31626267	Cluster_2790	N	0	8	19
Ap2:31749413-31749828	Cluster_2791	N	9	7	7
Ap2:31932417-31932832	Cluster_2792	N	7	9	10
Ap2:32016869-32017285	Cluster_2793	N	0	0	56
Ap2:32082791-32083204	Cluster_2794	N	1	16	11
Ap2:32434500-32434914	Cluster_2795	N	0	17	10
Ap2:32441352-32441768	Cluster_2796	N	28	45	31
Ap2:32533518-32533934	Cluster_2797	N	0	28	30
Ap2:32577766-32578193	Cluster_2798	N	29	8	13
Ap2:32846720-32847131	Cluster_2799	N	0	4	19
Ap2:32941266-32941685	Cluster_2800	N	3	16	478
Ap2:32986242-32986655	Cluster_2801	N	0	1	19
Ap2:33154087-33154503	Cluster_2802	N	3	33	16
Ap2:33339168-33339585	Cluster_2803	N	12	32	22
Ap2:33349350-33349791	Cluster_2804	N	567	219	22
Ap2:33393337-33393752	Cluster_2805	N	0	0	183
Ap2:33440481-33440894	Cluster_2806	N	0	6	21
Ap2:33518785-33519197	Cluster_2807	N	2	0	21
Ap2:33548704-33549123	Cluster_2808	N	1	13	105
Ap2:33598943-33599358	Cluster_2809	N	4	17	11
Ap2:33629637-33630053	Cluster_2810	N	4	23	16
Ap2:33896733-33897151	Cluster_2811	N	55	6	2
Ap2:34008380-34008803	Cluster_2812	N	26	28	11
Ap2:34008960-34009376	Cluster_2813	N	4	28	21
Ap2:34247740-34248156	Cluster_2814	N	0	36	27
Ap2:34751465-34751884	Cluster_2815	N	149	123	121
Ap2:34865657-34866070	Cluster_2816	N	0	25	2
Ap2:34953708-34954139	Cluster_2817	N	59	17	12
Ap2:35103885-35104297	Cluster_2818	N	0	0	53
Ap2:35159121-35159538	Cluster_2819	N	4	30	17
Ap2:35204300-35204712	Cluster_2820	N	6	847	672
Ap2:35288051-35288468	Cluster_2821	N	0	162	115
Ap2:35399728-35400160	Cluster_2822	N	83	17	36
Ap2:36034301-36034720	Cluster_2823	N	14	41	43
Ap2:36089733-36090150	Cluster_2824	N	1	13	16
Ap2:36146622-36147038	Cluster_2825	N	1	9	16
Ap2:36202615-36203028	Cluster_2826	N	1	2	30
Ap2:36503795-36504211	Cluster_2827	N	9	6	50
Ap2:36567995-36568396	Cluster_2828	N	19	1	0
Ap2:36673602-36674017	Cluster_2829	N	3	15	16
Ap2:37000838-37001252	Cluster_2830	N	0	1	23
Ap2:37121613-37122027	Cluster_2831	N	0	10	19
Ap2:37184064-37184476	Cluster_2832	N	2	7	11
Ap2:37208689-37209104	Cluster_2833	N	0	2	36
Ap2:37240000-37240429	Cluster_2834	N	45	13	3
Ap2:37365007-37365422	Cluster_2835	N	0	0	57
Ap2:37490490-37490907	Cluster_2836	N	9	57	31
Ap2:37624279-37624694	Cluster_2837	N	6	12	15
Ap2:37683991-37684411	Cluster_2838	N	8	20	50
Ap2:37763895-37764308	Cluster_2839	N	0	8	15
Ap2:37851327-37851755	Cluster_2840	N	31	7	10
Ap2:38000645-38001060	Cluster_2841	N	1	39	26
Ap2:38035754-38036169	Cluster_2842	N	11	10	3
Ap2:38054744-38055159	Cluster_2843	N	0	0	81
Ap2:38081282-38081698	Cluster_2844	N	15	8	1
Ap2:38094020-38094436	Cluster_2845	N	16	81	110
Ap2:38128167-38128587	Cluster_2846	N	17	35	17
Ap2:38225769-38226186	Cluster_2847	N	86	25	18
Ap2:38236967-38237383	Cluster_2848	N	6	8	9
Ap2:38292959-38293371	Cluster_2849	N	0	5	20
Ap2:38848297-38848712	Cluster_2850	N	1	7	41
Ap2:38950407-38950821	Cluster_2851	N	0	0	23
Ap2:39058586-39059014	Cluster_2852	N	29	5	14
Ap2:39155646-39156063	Cluster_2853	N	19	9	12
Ap2:39165855-39166268	Cluster_2854	N	0	36	96
Ap2:39299199-39299612	Cluster_2855	N	2	2	20
Ap2:39402512-39402928	Cluster_2856	N	0	50	436
Ap2:39794056-39794468	Cluster_2857	N	2	13	6
Ap2:39798216-39798628	Cluster_2858	N	7	29	36
Ap2:39885199-39885613	Cluster_2859	N	6	5	24
Ap2:39939025-39939444	Cluster_2860	N	5	50	77
Ap2:40056733-40057148	Cluster_2861	N	10	6	9
Ap2:40133285-40133703	Cluster_2862	N	43	17	20
Ap2:40152067-40152483	Cluster_2863	N	0	2	45
Ap2:40608150-40608567	Cluster_2864	N	3	0	106
Ap2:40660533-40660949	Cluster_2865	N	0	1	21
Ap2:40724799-40725212	Cluster_2866	N	0	14	43
Ap2:40863767-40864184	Cluster_2867	N	31	30	9
Ap2:41022451-41022864	Cluster_2868	N	1	3	35
Ap2:41087191-41087607	Cluster_2869	N	4	28	24
Ap2:41269076-41269547	Cluster_2870	N	328	135	67
Ap2:41460893-41461306	Cluster_2871	N	1	21	22
Ap2:41485118-41485587	Cluster_2872	N	0	874	366
Ap2:41599769-41600186	Cluster_2873	N	10	58	40
Ap2:41624037-41624451	Cluster_2874	N	1	13	16
Ap2:41851533-41851945	Cluster_2875	N	0	14	7
Ap2:41900192-41900665	Cluster_2876	N	632	921	154
Ap2:42139684-42140097	Cluster_2877	N	0	7	63
Ap2:42191926-42192344	Cluster_2878	N	52	136	82
Ap2:42250441-42250858	Cluster_2879	N	12	13	6
Ap2:42412618-42413034	Cluster_2880	N	15	15	16
Ap2:42463487-42463899	Cluster_2881	N	2	10	17
Ap2:42488483-42488894	Cluster_2882	N	0	1	27
Ap2:42511948-42512360	Cluster_2883	N	1	8	24
Ap1:67552-67964	Cluster_2884	N	0	1	86
Ap1:177592-178007	Cluster_2885	N	0	3	46
Ap1:217988-218404	Cluster_2886	N	18	5	3
Ap1:341747-342162	Cluster_2887	N	0	1	23
Ap1:377692-378100	Cluster_2888	N	0	21	3
Ap1:606891-607304	Cluster_2889	N	0	0	19
Ap1:924245-924660	Cluster_2890	N	0	0	21
Ap1:1000163-1000582	Cluster_2891	N	2	35	28
Ap1:1069450-1069865	Cluster_2892	N	4	8	12
Ap1:1233846-1234260	Cluster_2893	N	0	12	27
Ap1:1241306-1241720	Cluster_2894	N	1	13	23
Ap1:1859746-1860160	Cluster_2895	N	0	0	24
Ap1:1946890-1947293	Cluster_2896	N	0	4	18
Ap1:1976800-1977214	Cluster_2897	N	4	12	6
Ap1:2081791-2082207	Cluster_2898	N	47	54	26
Ap1:2164377-2164794	Cluster_2899	N	69	168	134
Ap1:2363752-2364170	Cluster_2900	N	11	15	14
Ap1:2425953-2426368	Cluster_2901	N	0	0	77
Ap1:2440505-2440923	Cluster_2902	N	12	8	13
Ap1:2574494-2574906	Cluster_2903	N	3	7	14
Ap1:2785266-2785681	Cluster_2904	N	0	1	52
Ap1:2829064-2829481	Cluster_2905	N	0	37	260
Ap1:3018594-3019007	Cluster_2906	N	8	6	9
Ap1:3078755-3079179	Cluster_2907	N	23	57	6
Ap1:3142709-3143124	Cluster_2908	N	1	0	24
Ap1:3237664-3238083	Cluster_2909	N	75	86	82
Ap1:3493430-3494082	Cluster_2910	N	16	32	58
Ap1:3627327-3627741	Cluster_2911	N	0	0	22
Ap1:3643599-3644016	Cluster_2912	N	23	14	25
