Coords	Name	MIRNA	ahya_1_S27_L001_R1_001_trim_condensed	ahya_2_S28_L001_R1_001_trim_condensed	ahya_3_S29_L001_R1_001_trim_condensed	ahya_4_S30_L001_R1_001_trim_condensed
chr2:9478003-9478756	Cluster_1761	N	21	1	18	0
chr2:9480769-9481410	Cluster_1762	N	153	5	220	435
chr2:9482336-9482954	Cluster_1763	N	173	8	85	76
chr2:9652352-9653004	Cluster_1764	N	7	40	12	6
chr2:9654584-9655024	Cluster_1765	N	0	1	43	47
chr2:9681411-9681829	Cluster_1766	N	21	3	34	12
chr2:9815980-9816408	Cluster_1767	N	4	0	36	2
chr2:9976444-9976861	Cluster_1768	N	15	46	13	19
chr2:9995347-9995761	Cluster_1769	N	0	12	2	5
chr2:10019167-10019589	Cluster_1770	N	10	15	70	45
chr2:10186226-10186647	Cluster_1771	N	12	1	8	1
chr2:10222575-10223004	Cluster_1772	N	27	1	0	0
chr2:10223749-10224165	Cluster_1773	N	8	0	232	0
chr2:10262474-10262889	Cluster_1774	N	0	24	4	0
chr2:10280977-10281391	Cluster_1775	N	2	14	0	4
chr2:10345838-10346254	Cluster_1776	N	0	49	20	17
chr2:10347267-10347685	Cluster_1777	N	25	0	2	4
chr2:10348266-10348695	Cluster_1778	N	17	1	16	20
chr2:10366409-10366885	Cluster_1779	N	15	9	17	43
chr2:10371882-10372359	Cluster_1780	N	1	19	46	17
chr2:10410220-10410647	Cluster_1781	N	0	5	160	3
chr2:10474466-10474895	Cluster_1782	N	13	0	0	16
chr2:10480685-10481121	Cluster_1783	N	19	9	64	5
chr2:10504217-10504645	Cluster_1784	N	1	6	24	15
chr2:10504870-10505566	Cluster_1785	N	20	10	24	9
chr2:10515804-10516225	Cluster_1786	N	34	3	1	2
chr2:10521983-10522401	Cluster_1787	N	2	3	0	25
chr2:10563094-10564256	Cluster_1788	N	478	37	97	311
chr2:10615043-10615458	Cluster_1789	N	12	88	0	0
chr2:10672935-10673363	Cluster_1790	N	18	5	15	1
chr2:10833648-10834067	Cluster_1791	N	334	554	2315	3982
chr2:10903206-10903622	Cluster_1792	N	2	4	50	3
chr2:10953673-10954100	Cluster_1793	N	0	0	4	21
chr2:11048149-11048564	Cluster_1794	N	5	12	13	11
chr2:11053663-11054078	Cluster_1795	N	5	69	13	37
chr2:11063940-11064364	Cluster_1796	N	18	0	17	3
chr2:11090956-11091046	Cluster_1797	Y	0	0	79	59
chr2:11091920-11092010	Cluster_1798	Y	2277	590	29	24
chr2:11095749-11096863	Cluster_1799	N	38880	2726	4402	25967
chr2:11106764-11107180	Cluster_1800	N	5	2	19	3
chr2:11232767-11233181	Cluster_1801	N	16	0	7	1
chr2:11269519-11269939	Cluster_1802	N	11	8	4	1
chr2:11275697-11276125	Cluster_1803	N	28	20	294	177
chr2:11360320-11360734	Cluster_1804	N	7	24	4	1
chr2:11388128-11389045	Cluster_1805	N	938	58	224	422
chr2:11389161-11389614	Cluster_1806	N	73	0	40	117
chr2:11389889-11390859	Cluster_1807	N	372	20	121	47
chr2:11393983-11394411	Cluster_1808	N	45	0	12	1
chr2:11401936-11402363	Cluster_1809	N	2	1	16	4
chr2:11438395-11438814	Cluster_1810	N	15	2	11	10
chr2:11497906-11498333	Cluster_1811	N	17	2	17	14
chr2:11533967-11534386	Cluster_1812	N	12	2	2	17
chr2:11535240-11535702	Cluster_1813	N	63	2	12	38
chr2:11537142-11537571	Cluster_1814	N	51	0	6	1
chr2:11584462-11584892	Cluster_1815	N	114	1	7	12
chr2:11658046-11658460	Cluster_1816	N	15	29	0	4
chr2:11695623-11696052	Cluster_1817	N	34	0	39	18
chr2:11762166-11762583	Cluster_1818	N	18	0	15	24
chr2:11763183-11763610	Cluster_1819	N	13	0	20	0
chr2:11798025-11798441	Cluster_1820	N	39	34	2	0
chr2:11964173-11964591	Cluster_1821	N	1	0	1	65
chr2:11969338-11969796	Cluster_1822	N	3	3	31	32
chr2:11969867-11970300	Cluster_1823	N	10	4	24	30
chr2:11972580-11973014	Cluster_1824	N	23	0	88	15
chr2:11991910-11992332	Cluster_1825	N	7	0	20	14
chr2:12019314-12019743	Cluster_1826	N	215	7	0	2
chr2:12078701-12079127	Cluster_1827	N	7	0	0	13
chr2:12088130-12088605	Cluster_1828	N	54	0	1	0
chr2:12242578-12243004	Cluster_1829	N	13	1	3	5
chr2:12260081-12260504	Cluster_1830	N	82	15	140	44
chr2:12342459-12342871	Cluster_1831	N	5	1	15	3
chr2:12395210-12395626	Cluster_1832	N	14	9	0	0
chr2:12520626-12521048	Cluster_1833	N	0	1	196	0
chr2:12548839-12549275	Cluster_1834	N	12	4	58	32
chr2:12562133-12562553	Cluster_1835	N	25	121	42	39
chr2:12583591-12584001	Cluster_1836	N	13	1	2	3
chr2:12662020-12662434	Cluster_1837	N	134	4	2	0
chr2:12662907-12663323	Cluster_1838	N	1	6	110	46
chr2:12667177-12667577	Cluster_1839	N	0	4	3	13
chr2:12805803-12806218	Cluster_1840	N	1	18	1	4
chr2:12819534-12819955	Cluster_1841	N	13	2	0	19
chr2:12833040-12833454	Cluster_1842	N	0	31	0	0
chr2:12982450-12982881	Cluster_1843	N	1	15	30	2
chr2:12999345-12999764	Cluster_1844	N	21	3	35	107
chr2:13015884-13016390	Cluster_1845	N	71	5	66	6
chr2:13022611-13023071	Cluster_1846	N	239	14	39	13
chr2:13080272-13080689	Cluster_1847	N	6	16	11	13
chr2:13115193-13115621	Cluster_1848	N	6	0	10	5
chr2:13228809-13229237	Cluster_1849	N	2	2	24	10
chr2:13295476-13295904	Cluster_1850	N	23	4	26	22
chr2:13378318-13378734	Cluster_1851	N	1	11	4	8
chr2:13409146-13409557	Cluster_1852	N	1	23	4	0
chr2:13444431-13444847	Cluster_1853	N	1	17	3	1
chr2:13523637-13524062	Cluster_1854	N	0	0	4	27
chr2:13534653-13535291	Cluster_1855	N	51	14	23	8
chr2:13614268-13614684	Cluster_1856	N	3	1	5	29
chr2:13643078-13643490	Cluster_1857	N	0	0	13	11
chr2:13706096-13706512	Cluster_1858	N	37	0	1	1
chr2:13709148-13709575	Cluster_1859	N	21	3	4	3
chr2:13779173-13779587	Cluster_1860	N	3	30	2	2
chr2:13789935-13790419	Cluster_1861	N	13	2	56	32
chr2:13842167-13842594	Cluster_1862	N	4	8	10	17
chr2:13860156-13860584	Cluster_1863	N	16	18	12	4
chr2:13869363-13869782	Cluster_1864	N	18	3	2	1
chr2:13880407-13880822	Cluster_1865	N	6	4	7	2
chr2:13924476-13924891	Cluster_1866	N	4	17	4	0
chr2:14010304-14010734	Cluster_1867	N	25	2	20	7
chr2:14019955-14020385	Cluster_1868	N	25	0	59	6
chr2:14040651-14041080	Cluster_1869	N	0	0	1	28
chr2:14049060-14049476	Cluster_1870	N	2	29	7	1
chr2:14081721-14082149	Cluster_1871	N	43	0	0	4
chr2:14132923-14133352	Cluster_1872	N	12	1	3	5
chr2:14191813-14192227	Cluster_1873	N	2	46	0	3
chr2:14203785-14204871	Cluster_1874	N	62	2	184	75
chr2:14356341-14356757	Cluster_1875	N	8	0	11	19
chr2:14422109-14422537	Cluster_1876	N	23	0	2	3
chr2:14513739-14514157	Cluster_1877	N	0	4	17	35
chr2:14526583-14527000	Cluster_1878	N	0	2	1	52
chr2:14667704-14668122	Cluster_1879	N	3	15	6	8
chr2:14715779-14716208	Cluster_1880	N	348	4	0	0
chr2:14746739-14747167	Cluster_1881	N	41	0	0	0
chr2:14769715-14770135	Cluster_1882	N	136	0	100	0
chr2:14793339-14793754	Cluster_1883	N	0	1	64	2
chr2:14797216-14797645	Cluster_1884	N	46	10	0	2
chr2:14805905-14806326	Cluster_1885	N	22	0	0	0
chr2:14852112-14852531	Cluster_1886	N	101	14	118	30
chr2:14859779-14860297	Cluster_1887	N	102	119	56	45
chr2:14860624-14861809	Cluster_1888	N	384	5	25	31
chr2:14868634-14869062	Cluster_1889	N	27	4	10	7
chr2:15042309-15042720	Cluster_1890	N	0	0	28	0
chr2:15048333-15048751	Cluster_1891	N	24	41	29	3
chr2:15096706-15097135	Cluster_1892	N	0	0	0	51
chr2:15133822-15134249	Cluster_1893	N	1	0	13	9
chr2:15134386-15134815	Cluster_1894	N	0	0	5	23
chr2:15172896-15173348	Cluster_1895	N	1314	82	1000	487
chr2:15212457-15212874	Cluster_1896	N	5	3	53	43
chr2:15223526-15224077	Cluster_1897	N	42	4	50	23
chr2:15243900-15244314	Cluster_1898	N	10	41	3	6
chr2:15266515-15266932	Cluster_1899	N	11	46	15	12
chr2:15268980-15269395	Cluster_1900	N	3	120	50	3
chr2:15277737-15278480	Cluster_1901	N	17	2	83	139
chr2:15287507-15287938	Cluster_1902	N	2	4	9	26
chr2:15383059-15383475	Cluster_1903	N	4	0	18	18
chr2:15427617-15428044	Cluster_1904	N	3	0	56	3
chr2:15469911-15470643	Cluster_1905	N	74	5	12	23
chr2:15532106-15532559	Cluster_1906	N	2140	1001	2173	2276
chr2:15573630-15574057	Cluster_1907	N	0	1	58	2
chr2:15725916-15726713	Cluster_1908	N	19	1	58	27
chr2:15754064-15754478	Cluster_1909	N	3	14	1	6
chr2:15785133-15785556	Cluster_1910	N	141	5	92	70
chr2:15831096-15831509	Cluster_1911	N	9	10	0	2
chr2:15871913-15872330	Cluster_1912	N	11	30	42	5
chr2:15892684-15893097	Cluster_1913	N	12	2	28	5
chr2:15895621-15896050	Cluster_1914	N	0	0	39	3
chr2:15975494-15975920	Cluster_1915	N	15	0	9	0
chr2:16022699-16023128	Cluster_1916	N	21	5	12	10
chr2:16030728-16031156	Cluster_1917	N	69	1	25	1
chr2:16031700-16032503	Cluster_1918	N	125	14	44	55
chr2:16042227-16042647	Cluster_1919	N	136	0	7	0
chr2:16061074-16061502	Cluster_1920	N	0	2	28	2
chr2:16062081-16062509	Cluster_1921	N	7	3	20	22
chr2:16072721-16073141	Cluster_1922	N	135	0	8	0
chr2:16131584-16131998	Cluster_1923	N	0	23	0	1
chr2:16151751-16152179	Cluster_1924	N	0	0	41	6
chr2:16192098-16192527	Cluster_1925	N	0	0	70	3
chr2:16508715-16509145	Cluster_1926	N	4	0	0	20
chr2:16536638-16537059	Cluster_1927	N	0	0	25	0
chr2:16580507-16580922	Cluster_1928	N	0	1	40	0
chr2:16585379-16585796	Cluster_1929	N	1	27	4	2
chr2:16646702-16647117	Cluster_1930	N	7	8	0	8
chr2:16686967-16687398	Cluster_1931	N	36	52	34	41
chr2:16745682-16746108	Cluster_1932	N	0	0	19	0
chr2:16766661-16767283	Cluster_1933	N	180	15	42	6
chr2:16771421-16771850	Cluster_1934	N	69	2	10	1
chr2:16817806-16818226	Cluster_1935	N	9	5	1	10
chr2:16938503-16938918	Cluster_1936	N	8	4	13	2
chr2:16993003-16993418	Cluster_1937	N	0	24	0	0
chr2:17014153-17014579	Cluster_1938	N	42	6	0	0
chr2:17101626-17102055	Cluster_1939	N	132	6	5	1
chr2:17111924-17112351	Cluster_1940	N	1	1	38	1
chr2:17112982-17113421	Cluster_1941	N	2	0	1	58
chr2:17124666-17125095	Cluster_1942	N	59	2	2	0
chr2:17133175-17133589	Cluster_1943	N	0	27	0	1
chr2:17142410-17142840	Cluster_1944	N	21	0	4	0
chr2:17228315-17228740	Cluster_1945	N	2	5	15	10
chr2:17267122-17267884	Cluster_1946	N	16	62	13	23
chr2:17273991-17274412	Cluster_1947	N	21	0	0	0
chr2:17277216-17277633	Cluster_1948	N	13	3	34	3
chr2:17313199-17313621	Cluster_1949	N	32	0	0	0
chr2:17317092-17317519	Cluster_1950	N	14	1	0	15
chr2:17366139-17366552	Cluster_1951	N	0	20	0	0
chr2:17573311-17573731	Cluster_1952	N	89	0	1	0
chr2:17635235-17635663	Cluster_1953	N	207	25	355	1285
chr2:17676785-17677199	Cluster_1954	N	5	15	2	6
chr2:17677394-17677809	Cluster_1955	N	3	26	7	8
chr2:17712160-17712588	Cluster_1956	N	6	0	12	11
chr2:17714609-17715037	Cluster_1957	N	18	1	2	5
chr2:17733453-17733883	Cluster_1958	N	34	7	27	0
chr2:17770682-17771097	Cluster_1959	N	0	1	31	0
chr2:17777217-17777643	Cluster_1960	N	2	2	60	0
chr2:17864627-17865054	Cluster_1961	N	8	0	10	5
chr2:17888483-17888903	Cluster_1962	N	26	0	1	0
chr2:17899096-17899523	Cluster_1963	N	12	4	18	1
chr2:17922776-17923196	Cluster_1964	N	9	3	7	10
chr2:17923631-17924062	Cluster_1965	N	115	0	1	31
chr2:17924347-17924774	Cluster_1966	N	20	0	21	0
chr2:17936947-17937367	Cluster_1967	N	26	0	0	0
chr2:17953335-17953762	Cluster_1968	N	0	6	35	0
chr2:17981094-17981514	Cluster_1969	N	26	0	0	0
chr2:17991362-17991782	Cluster_1970	N	26	0	0	0
chr2:18003370-18003790	Cluster_1971	N	26	0	0	0
chr2:18018517-18018944	Cluster_1972	N	0	6	19	0
chr2:18040217-18040631	Cluster_1973	N	0	22	0	1
chr2:18078242-18078660	Cluster_1974	N	0	0	1	22
chr2:18098581-18099003	Cluster_1975	N	633	77	193	305
chr2:18117091-18117542	Cluster_1976	N	0	77	1	189
chr2:18117721-18118142	Cluster_1977	N	1	4	4	14
chr2:18118359-18118761	Cluster_1978	N	3	4	1	12
chr2:18118966-18119389	Cluster_1979	N	5	5	7	14
chr2:18122054-18122468	Cluster_1980	N	1	4	5	13
chr2:18123328-18123750	Cluster_1981	N	7	3	7	11
chr2:18123951-18124369	Cluster_1982	N	4	4	1	12
chr2:18136025-18136452	Cluster_1983	N	0	11	4	12
chr2:18139686-18140113	Cluster_1984	N	0	13	3	11
chr2:18141953-18142380	Cluster_1985	N	1	13	3	10
chr2:18151218-18151639	Cluster_1986	N	16	2	12	3
chr2:18172827-18173253	Cluster_1987	N	12	0	13	4
chr2:18217978-18218393	Cluster_1988	N	0	0	4	15
chr2:18219498-18219913	Cluster_1989	N	5	14	10	5
chr2:18241670-18242084	Cluster_1990	N	13	22	9	9
chr2:18253130-18253551	Cluster_1991	N	8	2	11	3
chr2:18307346-18307774	Cluster_1992	N	22	0	0	0
chr2:18342871-18343288	Cluster_1993	N	30	13	186	78
chr2:18379169-18379598	Cluster_1994	N	1	0	13	15
chr2:18396672-18397086	Cluster_1995	N	0	0	6	14
chr2:18403538-18403967	Cluster_1996	N	25	5	6	8
chr2:18427369-18427778	Cluster_1997	N	6	0	13	1
chr2:18441962-18442390	Cluster_1998	N	6	2	46	0
chr2:18460208-18460625	Cluster_1999	N	16	45	5	6
chr2:18472243-18472673	Cluster_2000	N	35	7	11	9
chr2:18487965-18488457	Cluster_2001	N	26	22	2838	100
chr2:18495301-18495715	Cluster_2002	N	0	0	0	21
chr2:18497021-18497550	Cluster_2003	N	10	2	118	20
chr2:18499570-18499998	Cluster_2004	N	2	1	33	2
chr2:18507994-18508423	Cluster_2005	N	2	6	28	32
chr2:18601009-18601415	Cluster_2006	N	29	0	5	0
chr2:18651580-18651992	Cluster_2007	N	12	0	10	1
chr2:18654820-18655251	Cluster_2008	N	78	7	417	107
chr2:18732318-18732747	Cluster_2009	N	24	0	2	3
chr2:18732857-18733285	Cluster_2010	N	1	1	0	52
chr2:18825587-18826021	Cluster_2011	N	32	0	7	11
chr2:18840731-18841152	Cluster_2012	N	27	0	2	1
chr2:18893068-18893495	Cluster_2013	N	45	0	0	0
chr2:18894133-18894560	Cluster_2014	N	101	11	1	0
chr2:18990170-18990673	Cluster_2015	N	64	4	41	5
chr2:19015196-19015611	Cluster_2016	N	1	9	33	40
chr2:19020200-19020636	Cluster_2017	N	2	0	25	18
chr2:19147809-19148278	Cluster_2018	N	55	1	0	4
chr2:19285944-19286591	Cluster_2019	N	2	30	143	6
chr2:19318682-19319093	Cluster_2020	N	1	0	14	15
chr2:19380016-19380431	Cluster_2021	N	2	4	16	26
chr2:19411006-19411423	Cluster_2022	N	0	29	14	6
chr2:19427792-19428209	Cluster_2023	N	10	18	214	110
chr2:19451253-19451668	Cluster_2024	N	2	5	16	25
chr2:19489041-19489461	Cluster_2025	N	19	2	5	4
chr2:19500434-19500857	Cluster_2026	N	7	4	16	4
chr2:19508832-19509260	Cluster_2027	N	51	0	0	0
chr2:19553184-19554227	Cluster_2028	N	295	19	311	149
chr2:19555130-19555813	Cluster_2029	N	85	7	138	85
chr2:19556804-19557233	Cluster_2030	N	0	1	0	36
chr2:19558823-19559786	Cluster_2031	N	472	76	722	212
chr2:19560944-19561544	Cluster_2032	N	70	14	365	40
chr2:19567923-19568351	Cluster_2033	N	0	0	36	13
chr2:19596887-19597570	Cluster_2034	N	213	59	856	507
chr2:19598438-19599226	Cluster_2035	N	137	5	303	34
chr2:19616958-19617375	Cluster_2036	N	0	2	6	36
chr2:19645694-19646122	Cluster_2037	N	42	1	0	0
chr2:19698970-19699391	Cluster_2038	N	8	0	1	13
chr2:19714252-19714681	Cluster_2039	N	56	11	0	2
chr2:19721411-19721818	Cluster_2040	N	0	0	21	0
chr2:19724128-19724557	Cluster_2041	N	57	9	0	1
chr2:19735178-19735607	Cluster_2042	N	56	9	0	1
chr2:19787261-19787690	Cluster_2043	N	23	2	0	2
chr2:19845373-19845803	Cluster_2044	N	3	27	12	15
chr2:19847576-19848005	Cluster_2045	N	5	23	11	11
chr2:19854102-19854531	Cluster_2046	N	2	27	12	12
chr2:19856304-19856735	Cluster_2047	N	1	25	18	15
chr2:19858525-19858954	Cluster_2048	N	4	22	13	13
chr2:19920954-19921368	Cluster_2049	N	1	2	19	59
chr2:19928171-19928768	Cluster_2050	N	75	16	301	39
chr2:19929558-19930473	Cluster_2051	N	1290	257	1419	816
chr2:19941184-19941612	Cluster_2052	N	24	11	14	9
chr2:19941694-19942121	Cluster_2053	N	0	15	5	11
chr2:19943044-19943472	Cluster_2054	N	20	7	16	14
chr2:19943553-19943980	Cluster_2055	N	0	11	2	12
chr2:19945413-19945840	Cluster_2056	N	0	10	5	10
chr2:19949122-19949549	Cluster_2057	N	0	13	5	12
chr2:19950981-19951408	Cluster_2058	N	1	15	5	10
chr2:19952840-19953267	Cluster_2059	N	1	14	6	10
chr2:19954695-19955122	Cluster_2060	N	0	13	6	9
chr2:20027509-20027924	Cluster_2061	N	20	1	15	7
chr2:20040282-20040710	Cluster_2062	N	16	4	1	0
chr2:20055935-20056386	Cluster_2063	N	156	0	21	2
chr2:20060470-20060900	Cluster_2064	N	53	1	11	3
chr2:20100590-20101008	Cluster_2065	N	19	32	20	6
chr2:20127203-20127797	Cluster_2066	N	18	4	105	5
chr2:20128679-20129105	Cluster_2067	N	16	2	17	10
chr2:20187484-20187899	Cluster_2068	N	16	33	19	1
chr2:20189123-20189538	Cluster_2069	N	0	0	18	13
chr2:20279996-20280423	Cluster_2070	N	6	0	2	13
chr2:20290514-20290943	Cluster_2071	N	10	1	0	21
chr2:20310293-20310722	Cluster_2072	N	2	0	0	57
chr2:20311904-20312327	Cluster_2073	N	0	0	17	8
chr2:20322752-20323168	Cluster_2074	N	5	11	1	2
chr2:20353721-20354148	Cluster_2075	N	5	0	12	14
chr2:20418046-20418454	Cluster_2076	N	8	3	10	17
chr2:20431361-20432033	Cluster_2077	N	33	6	26	9
chr2:20432859-20433597	Cluster_2078	N	5	3	37	17
chr2:20434866-20435293	Cluster_2079	N	38	2	21	5
chr2:20435327-20436034	Cluster_2080	N	39	7	92	17
chr2:20436201-20436628	Cluster_2081	N	12	3	38	0
chr2:20436636-20437103	Cluster_2082	N	22	6	65	116
chr2:20485428-20485856	Cluster_2083	N	20	5	10	15
chr2:20485938-20486365	Cluster_2084	N	3	16	4	11
chr2:20487288-20487716	Cluster_2085	N	22	3	15	14
chr2:20487798-20488226	Cluster_2086	N	2	15	5	13
chr2:20489148-20489576	Cluster_2087	N	17	4	11	12
chr2:20489658-20490086	Cluster_2088	N	2	16	8	12
chr2:20514326-20514929	Cluster_2089	N	38	25	77	82
chr2:20516682-20517492	Cluster_2090	N	6	17	11	29
chr2:20520150-20520579	Cluster_2091	N	11	0	22	8
chr2:20526611-20527178	Cluster_2092	N	128	8	92	33
chr2:20529772-20530219	Cluster_2093	N	30	3	184	20
chr2:20530933-20531629	Cluster_2094	N	63	21	185	96
chr2:20532569-20533088	Cluster_2095	N	10	4	78	1
chr2:20534054-20534766	Cluster_2096	N	50	30	24	36
chr2:20535032-20535449	Cluster_2097	N	0	0	3	109
chr2:20536149-20537087	Cluster_2098	N	30	30	142	146
chr2:20537162-20537878	Cluster_2099	N	43	5	69	102
chr2:20538139-20538797	Cluster_2100	N	44	2	50	15
chr2:20540047-20540961	Cluster_2101	N	71	27	73	59
chr2:20541059-20541875	Cluster_2102	N	55	0	35	53
chr2:20544159-20544587	Cluster_2103	N	7	1	25	39
chr2:20545018-20545801	Cluster_2104	N	22	2	42	41
chr2:20546724-20547143	Cluster_2105	N	14	5	10	12
chr2:20547718-20548143	Cluster_2106	N	2	6	25	21
chr2:20550946-20551376	Cluster_2107	N	28	0	46	15
chr2:20553518-20554395	Cluster_2108	N	40	18	67	48
chr2:20556085-20556993	Cluster_2109	N	33	12	122	126
chr2:20557181-20558223	Cluster_2110	N	31	15	86	82
chr2:20558590-20559063	Cluster_2111	N	29	0	28	32
chr2:20569200-20569696	Cluster_2112	N	93	13	0	0
chr2:20570284-20570712	Cluster_2113	N	40	0	10	0
chr2:20574497-20574925	Cluster_2114	N	1	5	16	2
chr2:20576206-20576632	Cluster_2115	N	38	11	23	1
chr2:20579409-20579947	Cluster_2116	N	82	10	26	5
chr2:20580240-20580668	Cluster_2117	N	23	1	14	18
chr2:20581422-20582532	Cluster_2118	N	415	55	98	243
chr2:20582637-20583569	Cluster_2119	N	107	4	28	32
chr2:20586771-20587270	Cluster_2120	N	30	5	24	10
chr2:20589790-20590574	Cluster_2121	N	127	7	16	17
chr2:20591000-20591429	Cluster_2122	N	10	0	59	9
chr2:20591462-20591890	Cluster_2123	N	75	48	166	65
chr2:20592258-20592688	Cluster_2124	N	13	4	54	16
chr2:20593123-20593623	Cluster_2125	N	23	0	22	34
chr2:20594247-20594673	Cluster_2126	N	14	4	4	29
chr2:20597639-20598442	Cluster_2127	N	47	2	65	57
chr2:20599387-20599816	Cluster_2128	N	40	3	3	7
chr2:20599951-20600368	Cluster_2129	N	1	10	4	55
chr2:20601695-20602124	Cluster_2130	N	77	81	133	80
chr2:20603048-20603717	Cluster_2131	N	120	46	64	164
chr2:20607847-20609013	Cluster_2132	N	450	11	126	226
chr2:20610682-20611110	Cluster_2133	N	91	5	21	33
chr2:20611293-20611712	Cluster_2134	N	15	1	37	9
chr2:20612877-20613294	Cluster_2135	N	4	2	5	47
chr2:20614423-20614842	Cluster_2136	N	7	15	12	0
chr2:20633424-20634055	Cluster_2137	N	85	5	56	6
chr2:20636069-20636575	Cluster_2138	N	11	5	65	0
chr2:20644310-20644855	Cluster_2139	N	10	11	22	64
chr2:20665712-20666141	Cluster_2140	N	97	25	44	47
chr2:20694580-20695025	Cluster_2141	N	23	9	49	6
chr2:20705401-20706459	Cluster_2142	N	63	2	28	43
chr2:20711606-20712035	Cluster_2143	N	9	2	30	5
chr2:20715354-20715783	Cluster_2144	N	2	0	22	3
chr2:20716214-20716791	Cluster_2145	N	83	3	71	27
chr2:20716960-20717550	Cluster_2146	N	53	1	84	7
chr2:20717960-20719025	Cluster_2147	N	149	6	211	60
chr2:20719188-20720389	Cluster_2148	N	37	23	131	43
chr2:20724346-20725164	Cluster_2149	N	116	9	87	37
chr2:20725447-20726305	Cluster_2150	N	1194	103	612	190
chr2:20727093-20727522	Cluster_2151	N	15	1	24	0
chr2:20738600-20739026	Cluster_2152	N	13	6	1	9
chr2:20740059-20740493	Cluster_2153	N	0	0	43	3
chr2:20749577-20749990	Cluster_2154	N	31	0	18	32
chr2:20750138-20750566	Cluster_2155	N	20	0	42	12
chr2:20754696-20755119	Cluster_2156	N	6	5	14	7
chr2:20757396-20757823	Cluster_2157	N	33	3	31	1
chr2:20759245-20759669	Cluster_2158	N	19	0	6	0
chr2:20760331-20760751	Cluster_2159	N	9	0	30	25
chr2:20761031-20762650	Cluster_2160	N	118	24	431	187
chr2:20762849-20763267	Cluster_2161	N	13	7	19	2
chr2:20763775-20764504	Cluster_2162	N	276	49	427	221
chr2:20766308-20766807	Cluster_2163	N	17	4	51	12
chr2:20768709-20769136	Cluster_2164	N	3	17	5	34
chr2:20770102-20771167	Cluster_2165	N	89	6	186	54
chr2:20771984-20772413	Cluster_2166	N	17	5	34	6
chr2:20772856-20773464	Cluster_2167	N	36	2	45	7
chr2:20773532-20774004	Cluster_2168	N	7	1	81	4
chr2:20782919-20783339	Cluster_2169	N	9	5	28	2
chr2:20784192-20784622	Cluster_2170	N	31	5	12	6
chr2:20785092-20785846	Cluster_2171	N	71	9	15	10
chr2:20786324-20786753	Cluster_2172	N	3	0	26	2
chr2:20788656-20789257	Cluster_2173	N	21	2	71	1
chr2:20798467-20798894	Cluster_2174	N	67	0	9	2
chr2:20801402-20802068	Cluster_2175	N	82	0	81	2
chr2:20806641-20807060	Cluster_2176	N	31	3	57	2
chr2:20807186-20807612	Cluster_2177	N	29	2	20	2
chr2:20808895-20809574	Cluster_2178	N	102	4	47	11
chr2:20809684-20810199	Cluster_2179	N	22	2	85	4
chr2:20810715-20813364	Cluster_2180	N	264	64	397	126
chr2:20813418-20813846	Cluster_2181	N	13	2	20	2
chr2:20814445-20814874	Cluster_2182	N	20	7	28	18
chr2:20816731-20817883	Cluster_2183	N	159	27	46	44
chr2:20818013-20818443	Cluster_2184	N	101	12	145	15
chr2:20818459-20819806	Cluster_2185	N	91	12	132	109
chr2:20820854-20821886	Cluster_2186	N	103	5	105	71
chr2:20822471-20823064	Cluster_2187	N	46	3	21	4
chr2:20823573-20824459	Cluster_2188	N	117	38	156	20
chr2:20824768-20825330	Cluster_2189	N	28	1	63	23
chr2:20825545-20826012	Cluster_2190	N	39	24	70	51
chr2:20828605-20829022	Cluster_2191	N	13	0	47	9
chr2:20831739-20832156	Cluster_2192	N	26	0	2	37
chr2:20832861-20833363	Cluster_2193	N	24	13	69	0
chr2:20834437-20834865	Cluster_2194	N	54	4	44	1
chr2:20834998-20836065	Cluster_2195	N	48	39	234	2
chr2:20840668-20841096	Cluster_2196	N	96	21	0	0
chr2:20843777-20844672	Cluster_2197	N	185	5	23	10
chr2:20845993-20846419	Cluster_2198	N	9	0	22	0
chr2:20847951-20848387	Cluster_2199	N	39	10	48	39
chr2:20850209-20850636	Cluster_2200	N	22	17	29	5
chr2:20850708-20851135	Cluster_2201	N	18	0	14	0
chr2:20855434-20855859	Cluster_2202	N	6	2	13	27
chr2:20856309-20856721	Cluster_2203	N	4	0	22	3
chr2:20856928-20858225	Cluster_2204	N	128	25	68	63
chr2:20858447-20858873	Cluster_2205	N	6	0	14	6
chr2:20859445-20859864	Cluster_2206	N	5	0	29	2
chr2:20860857-20861284	Cluster_2207	N	162	2	3	1
chr2:20861407-20861813	Cluster_2208	N	16	10	16	3
chr2:20862292-20862743	Cluster_2209	N	46	9	67	6
chr2:20863235-20865096	Cluster_2210	N	155	34	484	46
chr2:20867312-20867742	Cluster_2211	N	12	0	101	0
chr2:20871462-20872019	Cluster_2212	N	9	4	160	1
chr2:20876868-20877274	Cluster_2213	N	13	0	22	6
chr2:20877797-20878384	Cluster_2214	N	155	10	121	41
chr2:20878549-20878978	Cluster_2215	N	20	7	36	13
chr2:20879276-20880140	Cluster_2216	N	67	16	86	27
chr2:20885283-20885762	Cluster_2217	N	68	1	51	40
chr2:20886341-20886827	Cluster_2218	N	13	6	6	143
chr2:20888128-20889088	Cluster_2219	N	32	19	101	28
chr2:20898697-20899133	Cluster_2220	N	41	5	74	30
chr2:20900328-20900755	Cluster_2221	N	17	0	32	0
chr2:20900854-20901296	Cluster_2222	N	12	1	38	80
